timestamp	incident_number	level	units	location	incident_type
6/11/2017 11:58:39 PM	F170058008	1	E5	2234 1st Av	Aid Response
6/11/2017 11:57:10 PM	F170058007	1	E31	719 N 102nd St	Automatic Medical Alarm
6/11/2017 11:53:39 PM	F170058006	1	A2	810 Virginia St	Aid Response
6/11/2017 11:47:47 PM	F170058005	1	E9 M18	4700 Phinney Av N	Medic Response
6/11/2017 11:36:18 PM	F170058003	1	E29	2204 California Av Sw	1RED 1 Unit
6/11/2017 11:29:00 PM	F170058000	1	A25	417 Broadway E	Aid Response
6/11/2017 11:20:36 PM	F170057998	1	A5	600 4th Av	Medic Response
6/11/2017 11:20:36 PM	F170057998	1	M10	600 4th Av	Medic Response
6/11/2017 11:20:36 PM	F170057998	1	E10	600 4th Av	Medic Response
6/11/2017 11:18:13 PM	F170057997	1	E21	7510 10th Av Nw	Aid Response
6/11/2017 11:08:47 PM	F170057995	1	E17	4700 12th Av Ne	Aid Response
6/11/2017 11:08:41 PM	F170057994	1	E28	6900 37th Av S	Aid Response
6/11/2017 11:06:04 PM	F170057992	1	E11	2300 Sw Webster St	Aid Response
6/11/2017 11:02:14 PM	F170057991	1	E33	3219 S Holden St	Aid Response
6/11/2017 11:02:10 PM	F170057990	1	A10	500 5th Av	Aid Response
6/11/2017 10:59:32 PM	F170057989	1	E2	Bell St / 3rd Av	Aid Response
6/11/2017 10:56:04 PM	F170057988	1	A5	500 5th Av	Aid Response
6/11/2017 10:46:44 PM	F170057987	1	E37	6720 38th Av Sw	Aid Response
6/11/2017 10:44:23 PM	F170057985	1	E29	Alki Av Sw / Bonair Dr Sw	MVI - Motor Vehicle Incident
6/11/2017 10:42:53 PM	F170057984	1	M31 E39	12328 8th Av Ne	Medic Response
6/11/2017 10:39:17 PM	F170057982	1	M1	800 Fairview Av N	Medic Response
6/11/2017 10:39:42 PM	F170057983	1	E28	3800 S Myrtle St	Aid Response
6/11/2017 10:39:17 PM	F170057982	1	A2	800 Fairview Av N	Medic Response
6/11/2017 10:37:55 PM	F170057981	1	E24	132 N 132nd St	Aid Response Yellow
6/11/2017 10:25:43 PM	F170057980	1	A10 M10	315 S JACKSON ST	Medic Response
6/11/2017 10:23:10 PM	F170057979	1	E39	Ne 130th St / Lake City Way Ne	Aid Response
6/11/2017 10:10:10 PM	F170057978	1	M10	417 Broadway E	Medic Response
6/11/2017 10:10:10 PM	F170057978	1	A25	417 Broadway E	Medic Response
6/11/2017 10:08:36 PM	F170057977	1	A2 M1	800 Fairview Av N	Medic Response
6/11/2017 10:04:26 PM	F170057976	1	E41	2402 Montavista Pl W	Automatic Medical Alarm
6/11/2017 10:01:56 PM	F170057975	1	E17	4522 Brooklyn Av Ne	Aid Response Yellow
6/11/2017 9:52:47 PM	F170057974	1	E28	4416 S Morgan St	Unk Odor
6/11/2017 9:37:29 PM	F170057971	1	R1 L4 L7 M1 SAFT2 A14 B7 E8 M10 A2 M44 PTRL4 FRB5 E10 B5 E5 B6 FIREBOAT	2201 ALASKAN WAY	Water Rescue Response
6/11/2017 9:33:33 PM	F170057970	1	E2	1401 Alaskan Way	Water Rescue Recon Response
6/11/2017 9:22:22 PM	F170057968	1	A5	725 9th Av	Aid Response
6/11/2017 9:20:15 PM	F170057965	1	E13	2570 29th Av S	Aid Response
6/11/2017 9:19:58 PM	F170057964	1	E10	1400 4th Av S	1RED 1 Unit
6/11/2017 9:19:03 PM	F170057963	1	E30	4425 M L King Jr Way S	Aid Response
6/11/2017 9:17:53 PM	F170057962	1	E39 L8	12350 33rd Av Ne	Auto Fire Alarm
6/11/2017 9:12:45 PM	F170057960	1	L9	5512 15th Av Ne	Rescue Lock In/Out
6/11/2017 9:07:08 PM	F170057957	1	A25	1431 Minor Av	Aid Response
6/11/2017 8:59:15 PM	F170057956	1	L5	1622 Nw Greenbrier Way	Activated CO Detector
6/11/2017 8:54:38 PM	F170057953	1	E13	3212 15th Av S	Automatic Medical Alarm
6/11/2017 8:40:59 PM	F170057952	1	E18	5351 24th Av Nw	Aid Response
6/11/2017 8:36:37 PM	F170057951	1	L1	517 3rd Av	Aid Response
6/11/2017 8:36:00 PM	F170057950	1	E27	1226 S Bailey St	Aid Response
6/11/2017 8:34:46 PM	F170057949	1	E10	77 S Washington St	Aid Response
6/11/2017 8:25:53 PM	F170057948	1	A10	318 2nd Av Et  S	Aid Response
6/11/2017 8:22:04 PM	F170057947	1	A5	600 5th Av S	Aid Response
6/11/2017 8:22:16 PM	F170057946	1	E6 M1	Summit Av E / E Denny Way	Medic Response
6/11/2017 8:13:21 PM	F170057944	1	E18 L8 E20 B4	1537 Nw 56th St	4RED - 2 + 1 + 1
6/11/2017 8:09:16 PM	F170057943	1	A4	2022 Boren Av	Aid Response
6/11/2017 7:55:21 PM	F170057942	1	E6	E Olive St / Bellevue Av	Aid Response
6/11/2017 7:53:32 PM	F170057940	1	E22	4540 8th Av Ne	Aid Response
6/11/2017 7:48:45 PM	F170057939	1	L12	4702 S Juneau St	Aid Response
6/11/2017 7:43:32 PM	F170057936	1	E11	9044 9th Av Sw	Investigate Out Of Service
6/11/2017 7:43:57 PM	F170057937	1	L4	110 Summit Av E	Aid Response
6/11/2017 7:31:32 PM	F170057927	1	A25	10026 STONE AV N	Vault Fire (Electrical)
