timestamp	incident_number	level	units	location	incident_type
6/28/2017 11:36:05 PM	F170064602	1	A2	105 Pike St	Aid Response
6/28/2017 11:21:37 PM	F170064597	1	E32	4800 Delridge Way Sw	MVI - Motor Vehicle Incident
6/28/2017 11:21:37 PM	F170064597	1	E36	4800 Delridge Way Sw	MVI - Motor Vehicle Incident
6/28/2017 11:10:44 PM	F170064595	1	M32	11311 32nd Av Sw	Medic Response
6/28/2017 11:12:06 PM	F170064596	1	E10	215 COLUMBIA ST	1RED 1 Unit
6/28/2017 11:10:44 PM	F170064595	1	E37	11311 32nd Av Sw	Medic Response
6/28/2017 11:05:42 PM	F170064594	1	E16	7900 Ashworth Av N	Aid Response
6/28/2017 10:53:00 PM	F170064590	1	L5	10524 Roosevelt Way Ne	Aid Response
6/28/2017 10:48:47 PM	F170064589	1	A14	8th Av S / S Holgate St	Medic Response, 6 per Rule
6/28/2017 10:42:34 PM	F170064585	1	A5	6TH AV S / S HOLGATE ST	Aid Response
6/28/2017 10:48:47 PM	F170064589	1	M10	8th Av S / S Holgate St	Medic Response, 6 per Rule
6/28/2017 10:48:47 PM	F170064589	1	M44	8th Av S / S Holgate St	Medic Response, 6 per Rule
6/28/2017 10:48:47 PM	F170064589	1	L7 M1	8th Av S / S Holgate St	Medic Response, 6 per Rule
6/28/2017 10:48:47 PM	F170064589	1	A5	8th Av S / S Holgate St	Medic Response, 6 per Rule
6/28/2017 10:42:34 PM	F170064585	1	A14	6TH AV S / S HOLGATE ST	Aid Response
6/28/2017 10:38:45 PM	F170064584	1	E9	3610 1ST AV NW	Aid Response
6/28/2017 10:37:06 PM	F170064583	1	E17 L9	4719 12th Av Ne	Auto Fire Alarm
6/28/2017 10:34:42 PM	F170064582	1	E35	24th Av Nw / Nw 85th St	Aid Response
6/28/2017 10:32:45 PM	F170064581	1	E31	401 Ne Northgate Way	Aid Response
6/28/2017 10:29:36 PM	F170064580	1	L12	4351 S Othello St	Aid Response
6/28/2017 10:29:14 PM	F170064579	1	E29	3001 45th Av Sw	Aid Response
6/28/2017 10:25:04 PM	F170064578	1	A25	2200 E Madison St	Aid Response
6/28/2017 10:23:13 PM	F170064577	1	E28	3512 S Juneau St	Aid Response
6/28/2017 10:20:42 PM	F170064576	1	E24	12503 Greenwood Av N	Aid Response
6/28/2017 10:16:10 PM	F170064575	1	E8	459 Boston St	Aid Response
6/28/2017 10:14:50 PM	F170064574	1	L8	3369 W Commodore Way	Natural Gas Odor
6/28/2017 10:10:08 PM	F170064572	1	E5	Olive Way / 5th Av	MVI - Motor Vehicle Incident
6/28/2017 10:03:06 PM	F170064570	1	E27 B5	1660 S Columbian Way	AFA4 - Auto Alarm 2 + 1 + 1
6/28/2017 10:03:06 PM	F170064570	1	E30 L7	1660 S Columbian Way	AFA4 - Auto Alarm 2 + 1 + 1
6/28/2017 10:00:14 PM	F170064569	1	E40	7745 32nd Av Ne	Aid Response
