timestamp	incident_number	level	units	location	incident_type
6/2/2017 11:50:11 PM	F170054452	1	E35	7723 15th Av Nw	Aid Response
6/2/2017 11:48:18 PM	F170054450	1	E29	2326 California Av Sw	Aid Response
6/2/2017 11:42:44 PM	F170054449	1	A5	517 3rd Av	Aid Response
6/2/2017 11:42:10 PM	F170054448	1	E6	206 27th Av S	Aid Response
6/2/2017 11:35:11 PM	F170054445	1	M44 M1 L12 B5	Seward Park Av S / Hamlet Av S	Assault w/Weap 7 per Rule
6/2/2017 11:35:11 PM	F170054445	1	B7 M32 E27 E30	Seward Park Av S / Hamlet Av S	Assault w/Weap 7 per Rule
6/2/2017 11:36:20 PM	F170054447	1	A10	3rd Av / Columbia St	Hang-Up, Aid
6/2/2017 11:35:09 PM	F170054446	1	A2	1901 Western Av	Aid Response
6/2/2017 11:35:11 PM	F170054445	1	E33	Seward Park Av S / Hamlet Av S	Assault w/Weap 7 per Rule
6/2/2017 11:31:05 PM	F170054444	1	E28	6913 31st Pl S	Aid Response
6/2/2017 11:22:47 PM	F170054441	1	M1	Broadway / Alder St	Medic Response
6/2/2017 11:24:31 PM	F170054442	1	E37	4010 Sw 98th St	Aid Response
6/2/2017 11:22:47 PM	F170054441	1	M16	Broadway / Alder St	Medic Response
6/2/2017 11:22:47 PM	F170054441	1	A5	Broadway / Alder St	Medic Response
6/2/2017 11:20:49 PM	F170054440	1	E6	221 18th Av S	Advised Incident
6/2/2017 11:14:11 PM	F170054439	1	E38	4507 Pend Oreille Pl Ne	Aid Response
6/2/2017 11:10:34 PM	F170054437	1	M18 E18	5398 Russell Av Nw	Medic Response
6/2/2017 11:06:07 PM	F170054436	1	M18 A25	Harrison St / Yale Av N	Medic Response
6/2/2017 10:59:48 PM	F170054434	1	A10 M16	500 5th Av	Medic Response
6/2/2017 10:47:31 PM	F170054433	1	E11	7525 13th Av Sw	Aid Response
6/2/2017 10:45:59 PM	F170054432	1	A14	S Walker St / 4th Av S	Aid Response
6/2/2017 10:39:24 PM	F170054428	1	A25 E17	AURORA AV N / N 46TH ST	Aid Response Freeway
6/2/2017 10:39:24 PM	F170054428	1	E9	AURORA AV N / N 46TH ST	Aid Response Freeway
6/2/2017 10:41:07 PM	F170054430	1	E6 M1	723 23rd Av	Medic Response
6/2/2017 10:39:24 PM	F170054428	1	E21	AURORA AV N / N 46TH ST	Aid Response Freeway
6/2/2017 10:36:16 PM	F170054427	1	M10 A2	116 Fairview Av N	Medic Response
6/2/2017 10:35:07 PM	F170054426	1	M18	100 Crockett St	Aid Response
6/2/2017 10:35:07 PM	F170054426	1	E8	100 Crockett St	Aid Response
6/2/2017 10:31:04 PM	F170054424	1	M32	Olson Pl Sw / Myers Way S	Medic Response
6/2/2017 10:31:04 PM	F170054424	1	E26	Olson Pl Sw / Myers Way S	Medic Response
6/2/2017 10:29:21 PM	F170054422	1	E27	East Marginal Way S / S Mead St	MVI - Motor Vehicle Incident
6/2/2017 10:20:08 PM	F170054419	1	E20	2426 8th Av W	Aid Response
6/2/2017 10:13:18 PM	F170054415	1	L12	7500 Seward Park Av S	Medic Response, 7 per Rule
6/2/2017 10:16:45 PM	F170054418	1	E31	10311 Fremont Av N	Aid Response
6/2/2017 10:15:02 PM	F170054417	1	E9	3831 Stone Way N	Aid Response
6/2/2017 10:14:17 PM	F170054416	1	E24	747 N 135th St	Automatic Medical Alarm
6/2/2017 10:13:18 PM	F170054415	1	M28 E28	7500 Seward Park Av S	Medic Response, 7 per Rule
6/2/2017 10:12:40 PM	F170054413	1	E33	9262 Rainier Av S	Aid Response
6/2/2017 10:10:47 PM	F170054410	1	A25	Broadway E / E Olive Way	Aid Response
6/2/2017 10:11:22 PM	F170054409	1	E39	Lake City Way Ne / Ne 130th St	Car Fire
6/2/2017 10:09:42 PM	F170054408	1	L10	1101 Madison St	Auto Fire Alarm
6/2/2017 10:09:42 PM	F170054408	1	E25 L1	1101 Madison St	Auto Fire Alarm
6/2/2017 10:00:27 PM	F170054407	1	E6	1912 E Yesler Way	Aid Response
6/2/2017 9:58:47 PM	F170054406	1	E21	5311 Phinney Av N	Aid Response
6/2/2017 9:48:18 PM	F170054404	1	L10	525 14th Av E	Auto Fire Alarm
6/2/2017 9:48:18 PM	F170054404	1	L4	525 14th Av E	Auto Fire Alarm
6/2/2017 9:48:18 PM	F170054404	1	L7 E2	525 14th Av E	Auto Fire Alarm
6/2/2017 9:44:52 PM	F170054402	1	E35	8498 Seaview Pl Nw	Aid Response
6/2/2017 9:38:51 PM	F170054401	1	M28	900 University St	Medic Response
6/2/2017 9:38:51 PM	F170054401	1	A25	900 University St	Medic Response
6/2/2017 9:28:57 PM	F170054397	1	M10	3rd Av / James St	Rescue Heavy
6/2/2017 9:32:21 PM	F170054400	1	E34	1722 19th Av	Aid Response Yellow
6/2/2017 9:27:06 PM	F170054396	1	M44	Roosevelt Way Ne / Ne 86th St	Fire in Single Family Res
