timestamp	incident_number	level	units	location	incident_type
6/14/2017 11:56:45 PM	F170059070	1	E29	3312 Beach Dr Sw	Illegal Burn
6/14/2017 11:57:13 PM	F170059068	1	E21	N 85th St / Nesbit Av N	Car Fire
6/14/2017 11:47:45 PM	F170059067	1	E40 M31 B6 M44 E39	3101 Ne 145th St	Assault w/Weap 7 per Rule
6/14/2017 11:29:19 PM	F170059066	1	E30 M28	4515 M L King Jr Way S	Medic Response
6/14/2017 11:06:35 PM	F170059063	1	E2	105 Pike St	Rubbish Fire
6/14/2017 11:03:22 PM	F170059060	1	A10	3rd Av / Pine St	Aid Response
6/14/2017 11:00:58 PM	F170059059	1	M1 A2	600 5th Av W	Medic Response
6/14/2017 10:38:01 PM	F170059054	1	M18	7547 24th Av Nw	Medic Response
6/14/2017 10:44:48 PM	F170059057	1	E17	7th Av Ne / Ne 42nd St	Aid Response
6/14/2017 10:38:01 PM	F170059054	1	E35	7547 24th Av Nw	Medic Response
6/14/2017 10:34:41 PM	F170059053	1	M32 E37	6506 37th Av Sw	Medic Response
6/14/2017 10:23:39 PM	F170059051	1	E5	Westlake Av N / Thomas St	MVI - Motor Vehicle Incident
6/14/2017 10:15:37 PM	F170059050	1	A2	W Republican St / 2nd Av W	Aid Response
6/14/2017 10:14:11 PM	F170059049	1	E37	6005 Lanham Pl Sw	Aid Response
6/14/2017 10:04:34 PM	F170059046	1	E17	Ne 42nd St / 9th Av Ne	Aid Response
6/14/2017 9:56:54 PM	F170059044	1	E35	8841 Dibble Av Nw	Aid Response Yellow
6/14/2017 9:49:38 PM	F170059043	1	E29	2733 61st Av Sw	Aid Response
6/14/2017 9:43:04 PM	F170059041	1	E16	809 Ne 66th St	Automatic Fire Alarm False
6/14/2017 9:44:40 PM	F170059042	1	A5	14th Av S / E Yesler Way	MVI - Motor Vehicle Incident
6/14/2017 9:43:50 PM	F170059039	1	A2	2205 7th Av	Aid Response
6/14/2017 9:33:47 PM	F170059037	1	A14	1700 1st Av S	Aid Response
6/14/2017 9:30:22 PM	F170059036	1	A2	4th Av / Vine St	Aid Response
6/14/2017 9:29:38 PM	F170059035	1	E6	1903 S Dearborn St	Automatic Fire Alarm Resd
6/14/2017 9:28:07 PM	F170059034	1	E2	Western Av / Lenora St	Rubbish Fire
6/14/2017 9:10:27 PM	F170059032	1	E36	5444 Delridge Way Sw	Aid Response
6/14/2017 9:09:00 PM	F170059031	1	E39	13716 Lake City Way Ne	Aid Response
6/14/2017 8:55:53 PM	F170059030	1	E21	N 74th St / Greenwood Av N	Aid Response
6/14/2017 8:53:10 PM	F170059029	1	E25	23rd Av / E Union St	Aid Response
6/14/2017 8:51:52 PM	F170059028	1	A25	Broadway / E Columbia St	Aid Response
6/14/2017 8:51:04 PM	F170059027	1	E8	100 Mercer St	1RED 1 Unit
6/14/2017 8:42:10 PM	F170059026	1	E33	9960 Rainier Av S	Automatic Fire Alarm Resd
6/14/2017 8:39:26 PM	F170059025	1	A2	300 Pine St	Aid Response
6/14/2017 8:37:08 PM	F170059024	1	E22	1801 Fairview Av E	Aid Response
6/14/2017 8:32:47 PM	F170059023	1	E10 L1	1113 6th Av	Auto Fire Alarm
6/14/2017 8:25:25 PM	F170059022	1	A4	4th Av / Bell St	Aid Response
6/14/2017 8:22:58 PM	F170059021	1	E6	300 25th Av	Aid Response
6/14/2017 8:22:28 PM	F170059020	1	E8	100 Crockett St	Aid Response
6/14/2017 8:15:59 PM	F170059019	1	E30	2821 Beacon Av S	Aid Response
6/14/2017 8:05:57 PM	F170059017	1	M10 E13	2332 15th Av S	Medic Response
6/14/2017 7:55:43 PM	F170059016	1	E37	9336 45TH AV SW	Aid Response
6/14/2017 7:55:43 PM	F170059016	1	E11	9336 45TH AV SW	Aid Response
6/14/2017 7:47:07 PM	F170059015	1	E37	9223 35th Av Sw	Aid Response
6/14/2017 7:44:44 PM	F170059014	1	E31	1000 Ne Northgate Way	Aid Response
6/14/2017 7:44:23 PM	F170059013	1	E10 L1	520 S Main St	Auto Fire Alarm
6/14/2017 7:32:48 PM	F170059012	1	A2	3rd Av / Pike St	Aid Response
6/14/2017 7:31:14 PM	F170059011	1	A4	9th Av N / John St	MVI - Motor Vehicle Incident
6/14/2017 7:29:33 PM	F170059009	1	E26	1227 S Sullivan St	Aid Response
6/14/2017 7:28:53 PM	F170059008	1	E9	3300 Burke Av N	Aid Response
6/14/2017 7:28:01 PM	F170059006	1	A5	600 5th Av S	Aid Response
6/14/2017 7:24:45 PM	F170059005	1	E28	6355 Rainier Av S	Hang-Up, Fire
6/14/2017 7:24:59 PM	F170059004	1	L12	6900 37th Av S	Rescue Elevator
6/14/2017 7:21:33 PM	F170059001	1	E37	8826 36th Av Sw	Aid Response
6/14/2017 7:15:39 PM	F170058999	1	E33	9262 Rainier Av S	Aid Response
6/14/2017 7:13:56 PM	F170058998	1	E31	10049 College Way N	Aid Response Yellow
6/14/2017 7:06:56 PM	F170058996	1	M16	5130 40th Av Ne	Medic Response
6/14/2017 7:06:56 PM	F170058996	1	E38	5130 40th Av Ne	Medic Response
6/14/2017 7:03:56 PM	F170058995	1	E35	3005 Nw 92nd St	Aid Response Yellow
6/14/2017 6:51:21 PM	F170058994	1	E36 A14 E13	Eb Wsea Frwy To 1	MVI Freeway
6/14/2017 6:52:53 PM	F170058993	1	E18	5450 Leary Av Nw	Aid Response
6/14/2017 6:44:21 PM	F170058992	1	E25	1112 33rd Av	Aid Response
6/14/2017 6:44:21 PM	F170058992	1	A25	1112 33rd Av	Aid Response
6/14/2017 6:42:20 PM	F170058991	1	A10	1118 5th Av	Aid Response
6/14/2017 6:30:18 PM	F170058987	1	E16 L5	204 Ne 94th St	Auto Fire Alarm
6/14/2017 6:22:00 PM	F170058986	1	A4	4th Av / Blanchard St	Aid Response
6/14/2017 6:14:41 PM	F170058983	1	A25	Boylston Av / E Pike St	Aid Response
6/14/2017 5:57:43 PM	F170058978	1	M31	1319 N Northgate Way	Medic Response
6/14/2017 5:57:43 PM	F170058978	1	E31	1319 N Northgate Way	Medic Response
6/14/2017 5:57:43 PM	F170058978	1	M16 L5	1319 N Northgate Way	Medic Response
6/14/2017 5:57:51 PM	F170058979	1	A14	1728 4th Av S	Aid Response
6/14/2017 5:54:18 PM	F170058977	1	E9	1215 N 47th St	Fuel Spill
6/14/2017 5:51:30 PM	F170058976	1	M31	14321 Bagley Av N	Medic Response
6/14/2017 5:51:30 PM	F170058976	1	E24	14321 Bagley Av N	Medic Response
6/14/2017 5:42:50 PM	F170058975	1	L9	4213 Stone Way N	Rescue Elevator
6/14/2017 5:32:40 PM	F170058973	1	A4	3rd Av / Pike St	Aid Response
6/14/2017 5:32:40 PM	F170058973	1	A2	3rd Av / Pike St	Aid Response
6/14/2017 5:25:25 PM	F170058971	1	L9 E16	2400 N 65th St	Auto Fire Alarm
6/14/2017 5:21:56 PM	F170058968	1	M1	607 Maynard Av S	Medic Response
6/14/2017 4:58:59 PM	F170058964	1	MAR5	600 7th Av	Auto Fire Alarm
6/14/2017 5:21:56 PM	F170058968	1	A5	607 Maynard Av S	Medic Response
6/14/2017 5:18:49 PM	F170058967	1	L10	815 E Pine St	Rescue Elevator
6/14/2017 5:18:46 PM	F170058966	1	E9	421 N 36TH ST	Aid Response
6/14/2017 4:58:59 PM	F170058964	1	L10	600 7th Av	Auto Fire Alarm
6/14/2017 5:06:04 PM	F170058965	1	E28	39th Av S / S Othello St	Aid Response
6/14/2017 4:58:59 PM	F170058964	1	E10 L1	600 7th Av	Auto Fire Alarm
6/14/2017 4:46:01 PM	F170058963	1	A4	Aloha St / Fairview Av N	MVI - Motor Vehicle Incident
6/14/2017 4:46:01 PM	F170058963	1	A2	Aloha St / Fairview Av N	MVI - Motor Vehicle Incident
6/14/2017 4:40:03 PM	F170058961	1	M31	11314 Sand Point Way Ne	Medic Response
6/14/2017 4:40:03 PM	F170058961	1	E39	11314 Sand Point Way Ne	Medic Response
6/14/2017 4:36:16 PM	F170058960	1	E31	10049 College Way N	Aid Response
6/14/2017 3:58:29 PM	F170058957	1	A4	325 5th Av N	Aid Response
6/14/2017 3:59:38 PM	F170058958	1	E24	Stone Av N / N 130th St	Aid Response
6/14/2017 3:58:29 PM	F170058957	1	A2	325 5th Av N	Aid Response
6/14/2017 3:53:07 PM	F170058953	1	A5	Boren Av / E Yesler Way	Aid Response
6/14/2017 3:33:56 PM	F170058950	1	A4	116 Stewart St	Aid Response
6/14/2017 3:32:03 PM	F170058948	1	M16 L9 E17	7TH AV NE / NE 47TH ST	Medic Response, 6 per Rule
6/14/2017 3:27:16 PM	F170058945	1	M44	619 13th Av E	Medic Response, 6 per Rule
6/14/2017 3:27:16 PM	F170058945	1	M10	619 13th Av E	Medic Response, 6 per Rule
6/14/2017 3:28:57 PM	F170058947	1	E16	15th Av Ne / Ne 82nd St	MVI - Motor Vehicle Incident
6/14/2017 3:27:48 PM	F170058946	1	L10	Harvard Av / E Pine St	Aid Response
6/14/2017 3:27:16 PM	F170058945	1	E25 M16	619 13th Av E	Medic Response, 6 per Rule
6/14/2017 3:27:16 PM	F170058945	1	A25	619 13th Av E	Medic Response, 6 per Rule
6/14/2017 3:20:23 PM	F170058944	1	M1 A2	2124 4th Av	Medic Response
6/14/2017 3:17:41 PM	F170058943	1	M10	1912 Pike Pl	Medic Response
6/14/2017 3:17:41 PM	F170058943	1	A4	1912 Pike Pl	Medic Response
6/14/2017 3:16:15 PM	F170058942	1	M31 L5	11045 5TH AV NE	Medic Response
6/14/2017 3:08:06 PM	F170058939	1	L9	4700 12th Av Ne	Aid Response Yellow
6/14/2017 2:53:56 PM	F170058938	1	E13	1660 S Columbian Way	Aid Response
6/14/2017 2:39:58 PM	F170058933	1	L3	20TH PL S / S JACKSON ST	Aid Response
6/14/2017 2:45:53 PM	F170058936	1	M31	1560 N 115th St	Medic Response
6/14/2017 2:45:53 PM	F170058936	1	E31	1560 N 115th St	Medic Response
