timestamp	incident_number	level	units	location	incident_type
6/4/2017 11:57:00 PM	F170055217	1	E28	5033 37th Av S	Aid Response
6/4/2017 11:47:02 PM	F170055216	1	A2	600 1st Av N	Aid Response
6/4/2017 11:25:50 PM	F170055212	1	E17 L9	4200 Whitman Ct Ne	Auto Fire Alarm
6/4/2017 11:24:11 PM	F170055211	1	E31	600 N 130th St	Aid Response
6/4/2017 11:21:20 PM	F170055208	1	A5	521 S Weller St	Aid Response
6/4/2017 11:17:00 PM	F170055207	1	L7	9200 2nd Av Sw	Food On The Stove
6/4/2017 11:17:00 PM	F170055207	1	E26	9200 2nd Av Sw	Food On The Stove
6/4/2017 11:14:11 PM	F170055205	1	E24	152 N 130th St	Aid Response
6/4/2017 11:14:09 PM	F170055204	1	A25	10th Av / E Pike St	Aid Response
6/4/2017 11:03:48 PM	F170055202	1	A10	517 3rd Av	Aid Response
6/4/2017 10:58:57 PM	F170055200	1	M10	9TH AV / PIKE ST	Medic Response, 7 per Rule
6/4/2017 10:58:57 PM	F170055200	1	E5 M1	9TH AV / PIKE ST	Medic Response, 7 per Rule
6/4/2017 10:58:57 PM	F170055200	1	A2	9TH AV / PIKE ST	Medic Response, 7 per Rule
6/4/2017 10:47:47 PM	F170055197	1	E37	2990 Sw Raymond St	Aid Response
6/4/2017 10:42:59 PM	F170055196	1	M10	711 Cherry St	Medic Response
6/4/2017 10:42:59 PM	F170055196	1	A5	711 Cherry St	Medic Response
6/4/2017 10:40:15 PM	F170055195	1	A5	1201 Western Av	Advised Incident
6/4/2017 10:38:34 PM	F170055194	1	A10	517 3rd Av	Aid Response
6/4/2017 10:31:05 PM	F170055191	1	M1	1427 Orange Pl N	Medic Response
6/4/2017 10:31:05 PM	F170055191	1	E8	1427 Orange Pl N	Medic Response
6/4/2017 10:28:31 PM	F170055189	1	E37 L11	6366 High Point Dr Sw	Alarm Bell
6/4/2017 10:25:03 PM	F170055188	1	E17 L9	4544 7th Av Ne	Alarm Bell
6/4/2017 10:06:53 PM	F170055186	1	A25	1200 University St	Aid Response
6/4/2017 9:59:46 PM	F170055182	1	A5	542 1st Av S	Aid Response
6/4/2017 9:45:08 PM	F170055180	1	E41	2441 30th Av W	Aid Response
6/4/2017 9:39:15 PM	F170055179	1	A10	ALASKAN WAY / YESLER WAY	Aid Response
6/4/2017 9:38:08 PM	F170055177	1	L11	6721 Fauntleroy Way Sw	Activated CO Detector
6/4/2017 9:35:34 PM	F170055175	1	E27	12th Av S / S Bailey St	Aid Response
6/4/2017 9:30:53 PM	F170055173	1	A25	1102 E Spruce St	Aid Response
6/4/2017 9:18:16 PM	F170055167	1	E39	1ST AV NE/N 145TH ST	Fuel Spill
6/4/2017 9:22:32 PM	F170055169	1	E24	13030 Linden Av N	Aid Response
6/4/2017 9:18:16 PM	F170055167	1	E17	1ST AV NE/N 145TH ST	Fuel Spill
6/4/2017 9:11:22 PM	F170055165	1	M10	4219 S Othello St	Medic Response
6/4/2017 9:11:22 PM	F170055165	1	E28	4219 S Othello St	Medic Response
6/4/2017 9:10:10 PM	F170055164	1	A2	1922 9th Av	Aid Response
6/4/2017 9:09:02 PM	F170055163	1	M16 E20	2207 W Raye St	Medic Response
6/4/2017 8:53:16 PM	F170055160	1	A2	1922 9th Av	Medic Response
6/4/2017 8:53:16 PM	F170055160	1	E2 M16	1922 9th Av	Medic Response
6/4/2017 8:50:58 PM	F170055157	1	A5	1400 3rd Av	Aid Response
6/4/2017 8:46:36 PM	F170055156	1	A2	4th Av / Pine St	Aid Response
6/4/2017 8:44:00 PM	F170055155	1	M10	1741 S Hanford St	Medic Response
6/4/2017 8:44:00 PM	F170055155	1	E30	1741 S Hanford St	Medic Response
6/4/2017 8:38:37 PM	F170055152	1	A10	705 Pike St	Medic Response, 6 per Rule
6/4/2017 8:39:51 PM	F170055154	1	E24	13823 Dayton Av N	Aid Response
6/4/2017 8:38:37 PM	F170055152	1	E5 M1 A2	705 Pike St	Medic Response, 6 per Rule
6/4/2017 8:38:37 PM	F170055153	1	E31	10200 1st Av Ne	Aid Response
6/4/2017 8:35:00 PM	F170055150	1	L9	4327 8th Av Ne	Rescue Elevator
6/4/2017 8:32:21 PM	F170055149	1	A5 M10	10th Av S / S Dearborn St	Medic Response
6/4/2017 8:23:58 PM	F170055144	1	M1	1400 6th Av	Medic Response
6/4/2017 8:23:58 PM	F170055144	1	A10	1400 6th Av	Medic Response
6/4/2017 8:20:11 PM	F170055142	1	E30	S Stevens St / Beacon Av S	Aid Response
6/4/2017 8:20:17 PM	F170055141	1	E18	6521 11th Av Nw	Aid Response
6/4/2017 8:16:35 PM	F170055139	1	E25 L10	1620 Broadway	Auto Fire Alarm
6/4/2017 8:14:22 PM	F170055138	1	E30	3013 S Mount Baker Blvd	Aid Response
6/4/2017 8:13:43 PM	F170055137	1	M18 E20	940 W Emerson St	Medic Response
6/4/2017 8:12:51 PM	F170055136	1	E11	8121 7th Av Sw	Aid Response
6/4/2017 8:01:18 PM	F170055130	1	M28	2837 S Alaska Pl	Medic Response
6/4/2017 8:10:52 PM	F170055134	1	A2	116 Stewart St	Aid Response
6/4/2017 8:08:52 PM	F170055133	1	E8	320 W Roy St	Automatic Medical Alarm
6/4/2017 8:02:50 PM	F170055131	1	E20	2001 15th Av W	Aid Response
6/4/2017 8:01:18 PM	F170055130	1	E13	2837 S Alaska Pl	Medic Response
6/4/2017 8:01:04 PM	F170055129	1	M18	9999 Holman Rd Nw	Medic Response
6/4/2017 8:01:04 PM	F170055129	1	E35	9999 Holman Rd Nw	Medic Response
6/4/2017 7:58:47 PM	F170055128	1	E29	2327 44th Av Sw	Aid Response
6/4/2017 7:32:04 PM	F170055125	1	E10	3rd Av / Jefferson St	Medic Response
6/4/2017 7:44:34 PM	F170055127	1	A5	9th Av / Jefferson St	Aid Response
6/4/2017 7:32:04 PM	F170055125	1	M16	3rd Av / Jefferson St	Medic Response
6/4/2017 7:06:37 PM	F170055115	1	E13	3601 Beacon Av S	Medic Response
6/4/2017 7:33:37 PM	F170055126	1	M10	2000 Alaskan Way	Medic Response
6/4/2017 7:33:37 PM	F170055126	1	A4	2000 Alaskan Way	Medic Response
6/4/2017 7:32:04 PM	F170055125	1	A10	3rd Av / Jefferson St	Medic Response
6/4/2017 7:25:32 PM	F170055123	1	M31	11300 5th Av Ne	Medic Response
6/4/2017 7:25:32 PM	F170055123	1	E31	11300 5th Av Ne	Medic Response
6/4/2017 7:24:30 PM	F170055122	1	E17 L9	4544 7th Av Ne	Auto Fire Alarm
6/4/2017 7:23:47 PM	F170055121	1	M1 A25	1535 Bellevue Av	Medic Response
6/4/2017 7:23:53 PM	F170055120	1	E41	4220 33rd Av W	Automatic Fire Alarm Resd
6/4/2017 7:22:36 PM	F170055119	1	E40	11900 Lakeside Av Ne	Aid Response
6/4/2017 7:12:11 PM	F170055118	1	E39	13227 37th Av Ne	Aid Response
6/4/2017 7:07:35 PM	F170055116	1	L4	222 Yale Av N	Rescue Elevator
6/4/2017 7:06:37 PM	F170055115	1	M28 E13	3601 Beacon Av S	Medic Response
6/4/2017 7:06:24 PM	F170055114	1	E8	2630 Warren Av N	Automatic Fire Alarm Resd
6/4/2017 7:03:48 PM	F170055113	1	E9	119 N 36th St	Aid Response
6/4/2017 6:44:35 PM	F170055108	1	E28	42nd Av S / S Myrtle St	1RED 1 Unit
6/4/2017 6:39:34 PM	F170055107	1	E30	2121 26th Av S	Aid Response
6/4/2017 6:38:04 PM	F170055106	1	A5	308 4th Av S	Aid Response
