timestamp	incident_number	level	units	location	incident_type
6/13/2017 11:55:54 PM	F170058749	1	E17	1928 N 45th St	Aid Response
6/13/2017 11:53:42 PM	F170058748	1	A25	525 14th Av E	Aid Response
6/13/2017 11:51:07 PM	F170058747	1	A14	3421 15th Av S	Aid Response
6/13/2017 11:49:19 PM	F170058745	1	M31 E35	9722 8th Av Nw	Medic Response
6/13/2017 11:47:52 PM	F170058743	1	E39	13059 39th Av Ne	Aid Response
6/13/2017 11:45:03 PM	F170058741	1	E33	10042 62nd Av S	Aid Response
6/13/2017 11:45:53 PM	F170058742	1	L5 E21	722 N 85th St	Auto Fire Alarm
6/13/2017 11:34:29 PM	F170058738	1	E13 E36	Nb I5 Cd To Dearborn	Fire Response Freeway
6/13/2017 11:22:53 PM	F170058736	1	A25	1811 Eastlake Av	Aid Response
6/13/2017 11:14:04 PM	F170058735	1	M1	2703 S Massachusetts St	Medic Response
6/13/2017 11:14:04 PM	F170058735	1	E6	2703 S Massachusetts St	Medic Response
6/13/2017 11:13:34 PM	F170058734	1	A2	111 Cedar St	Aid Response
6/13/2017 10:59:26 PM	F170058731	1	MAR5	14th Av S / S Cloverdale St	3RED - 1 +1 + 1
6/13/2017 10:59:26 PM	F170058731	1	B5 L7 E26	14th Av S / S Cloverdale St	3RED - 1 +1 + 1
6/13/2017 10:55:54 PM	F170058730	1	M31 E35	9503 6th Av Nw	Medic Response
6/13/2017 10:41:24 PM	F170058727	1	A10	4th Av S / S Jackson St	Aid Response
6/13/2017 10:38:26 PM	F170058726	1	A2	5th Av / Cedar St	Aid Response
6/13/2017 10:29:53 PM	F170058725	1	A5	800 Jefferson St	Aid Response
6/13/2017 10:25:43 PM	F170058724	1	L11	4029 46th Av Sw	Aid Response
6/13/2017 10:12:55 PM	F170058719	1	M10	1st Av / Pike St	Medic Response
6/13/2017 10:16:08 PM	F170058723	1	E32	56th Av Sw / Sw Dakota St	Aid Response
6/13/2017 10:14:56 PM	F170058721	1	A25	9th Av / Pike St	Aid Response
6/13/2017 10:13:54 PM	F170058720	1	L4 E5	1942 Westlake Av	Auto Fire Alarm
6/13/2017 10:12:55 PM	F170058719	1	A10	1st Av / Pike St	Medic Response
6/13/2017 10:03:28 PM	F170058718	1	E24	14050 Hill Top Ln Nw	Automatic Medical Alarm
6/13/2017 10:02:19 PM	F170058717	1	A2	207 Pontius Av N	Aid Response
6/13/2017 9:54:24 PM	F170058716	1	E18	6521 11th Av Nw	Aid Response
6/13/2017 9:50:35 PM	F170058715	1	M1	6th Av S / S Holgate St	Medic Response
6/13/2017 9:50:35 PM	F170058715	1	A14	6th Av S / S Holgate St	Medic Response
6/13/2017 9:48:36 PM	F170058714	1	E6	1900 S Main St	Aid Response
6/13/2017 9:39:22 PM	F170058711	1	E40	9001 Lake City Way Ne	Aid Response
6/13/2017 9:36:26 PM	F170058708	1	A2	2709 3rd Av	Aid Response
6/13/2017 9:38:34 PM	F170058709	1	E38	8040 Forest Dr Ne	Automatic Fire Alarm Resd
6/13/2017 9:36:26 PM	F170058708	1	E2	2709 3rd Av	Aid Response
6/13/2017 9:33:06 PM	F170058707	1	A5	521 James St	Aid Response
6/13/2017 9:25:15 PM	F170058706	1	A2	2519 1st Av	Automatic Medical Alarm
6/13/2017 9:22:16 PM	F170058704	1	E39	11500 Pinehurst Way Ne	Aid Response
6/13/2017 9:07:08 PM	F170058702	1	A25	100 Melrose Av E	Aid Response
6/13/2017 8:56:17 PM	F170058699	1	E24	13752 Wallingford Av N	Automatic Medical Alarm
6/13/2017 8:53:22 PM	F170058698	1	E11	2500 Sw Trenton St	Aid Response
6/13/2017 8:51:25 PM	F170058695	1	L9	1050 Ne 50th St	Aid Response
6/13/2017 8:46:36 PM	F170058692	1	M10	5401 33rd Av S	Medic Response
6/13/2017 8:49:20 PM	F170058694	1	E5	Stewart St / 1st Av	Aid Response
6/13/2017 8:48:01 PM	F170058693	1	E20	2601 20th Av W	Rubbish Fire
6/13/2017 8:46:36 PM	F170058692	1	M10	5401 33rd Av S	Medic Response
6/13/2017 8:46:36 PM	F170058692	1	E28	5401 33rd Av S	Medic Response
6/13/2017 8:45:48 PM	F170058691	1	L11	4710 37th Av Sw	Natural Gas Odor
6/13/2017 8:42:08 PM	F170058690	1	A10	615 3rd Av	Aid Response
6/13/2017 8:38:54 PM	F170058689	1	E39	12316 28th Av Ne	Unk Odor
6/13/2017 8:37:58 PM	F170058688	1	A2	2027 Westlake Av	Aid Response
6/13/2017 8:36:24 PM	F170058687	1	E18	5355 28th Av Nw	Aid Response
6/13/2017 8:32:50 PM	F170058686	1	A5	303 S Jackson St	Aid Response
6/13/2017 8:28:43 PM	F170058685	1	E17	Ne 42nd St / 15th Av Ne	Aid Response
6/13/2017 8:17:13 PM	F170058684	1	E13	2801 32nd Av S	Automatic Medical Alarm
6/13/2017 8:14:23 PM	F170058681	1	M1	2121 26th Av S	Medic Response
6/13/2017 8:15:17 PM	F170058682	1	L4	500 Pine St	Rescue Elevator
6/13/2017 8:14:23 PM	F170058681	1	L3	2121 26th Av S	Medic Response
6/13/2017 8:13:04 PM	F170058680	1	E30	S Oregon St / Rainier Av S	Aid Response
6/13/2017 8:12:21 PM	F170058679	1	E17	4732 Brooklyn Av Ne	Aid Response
6/13/2017 8:01:29 PM	F170058675	1	M10	4554 34th Av S	Medic Response
