timestamp	incident_number	level	units	location	incident_type
6/16/2017 11:59:33 PM	F170059920	1	E25	1603 Nagle Pl	Aid Response
6/16/2017 11:56:43 PM	F170059919	1	E16	12th Av Ne / Ne 47th St	Aid Response
6/16/2017 11:55:12 PM	F170059918	1	E10	801 1st Av	Electrical Problem
6/16/2017 11:52:51 PM	F170059917	1	M1	1930 Boren Av	Medic Response
6/16/2017 11:52:51 PM	F170059917	1	A25	1930 Boren Av	Medic Response
6/16/2017 11:52:51 PM	F170059917	1	L10	1930 Boren Av	Medic Response
6/16/2017 11:49:51 PM	F170059916	1	A10	3rd Av / Pike St	Aid Response
6/16/2017 11:39:33 PM	F170059913	1	E31	110 N 104th St	Aid Response
6/16/2017 11:39:33 PM	F170059913	1	E16	110 N 104th St	Aid Response
6/16/2017 11:38:40 PM	F170059911	1	A25	800 Fairview Av N	Aid Response
6/16/2017 11:28:04 PM	F170059900	1	MAR5	3127 NW 85TH ST	Fire in Building
6/16/2017 11:37:52 PM	F170059909	1	E11	Delridge Way Sw / Sw Thistle St	MVI - Motor Vehicle Incident
6/16/2017 11:28:04 PM	F170059900	1	E18	3127 NW 85TH ST	Fire in Building
6/16/2017 11:28:04 PM	F170059900	1	E16 REHAB1 AIR9 M44 DEP1 L5 A2 STAF10 SAFT2 E20 E24 L9 E17 M18 B6	3127 NW 85TH ST	Fire in Building
6/16/2017 11:32:49 PM	F170059907	1	E31	10744 Greenwood Av N	Aid Response
6/16/2017 11:28:04 PM	F170059900	1	L8 B4 E21	3127 NW 85TH ST	Fire in Building
6/16/2017 11:28:04 PM	F170059900	1	E35	3127 NW 85TH ST	Fire in Building
6/16/2017 11:27:39 PM	F170059899	1	A25	417 Broadway E	Aid Response
6/16/2017 11:25:44 PM	F170059897	1	E18	15th Av Nw / Nw Market St	Aid Response
6/16/2017 11:23:39 PM	F170059896	1	A2	2nd Av N / Mercer St	Aid Response
6/16/2017 11:17:28 PM	F170059895	1	E8	223 W Galer St	Aid Response
6/16/2017 11:04:07 PM	F170059891	1	M16	1303 Ne 45th St	Medic Response
6/16/2017 11:06:11 PM	F170059893	1	A5	1200 S MAIN ST	Aid Response
6/16/2017 11:04:07 PM	F170059891	1	E17	1303 Ne 45th St	Medic Response
6/16/2017 10:36:48 PM	F170059883	1	M28	7801 RAINIER AV S	Medic Response
6/16/2017 10:59:58 PM	F170059889	1	E5 L4	420 Blanchard St	Auto Fire Alarm
6/16/2017 10:47:36 PM	F170059887	1	E11	5904 17th Av Sw	Aid Response
6/16/2017 10:46:26 PM	F170059886	1	E32	4436 49th Av Sw	Aid Response Yellow
6/16/2017 10:40:49 PM	F170059884	1	E22	1218 Ne Campus Pkwy	Aid Response
6/16/2017 10:36:48 PM	F170059883	1	E28	7801 RAINIER AV S	Medic Response
