timestamp	incident_number	level	units	location	incident_type
6/12/2017 11:52:34 PM	F170058346	1	E20	2208 15th Av W	Aid Response
6/12/2017 11:43:02 PM	F170058345	1	A5	607 3rd Av	Aid Response
6/12/2017 11:41:41 PM	F170058344	1	E16	6545 Ravenna Av Ne	Aid Response
6/12/2017 11:33:55 PM	F170058343	1	M31	12516 20th Av Ne	Medic Response
6/12/2017 11:33:55 PM	F170058343	1	E39	12516 20th Av Ne	Medic Response
6/12/2017 11:24:33 PM	F170058342	1	A25	1431 Minor Av	Aid Response
6/12/2017 11:24:14 PM	F170058341	1	E32	5033 40th Av Sw	Aid Response
6/12/2017 11:12:49 PM	F170058339	1	A14	1st Av S / S Spokane St	Aid Response
6/12/2017 11:12:41 PM	F170058338	1	E11	2500 Sw Barton St	Aid Response
6/12/2017 11:07:02 PM	F170058336	1	L9 E17	4225 Roosevelt Way Ne	Alarm Bell
6/12/2017 11:05:32 PM	F170058335	1	L5	12536 33rd Av Ne	Rescue Elevator
6/12/2017 11:02:48 PM	F170058334	1	M16	7825 Lake City Way Ne	Medic Response
6/12/2017 11:02:48 PM	F170058334	1	E16	7825 Lake City Way Ne	Medic Response
6/12/2017 10:39:19 PM	F170058331	1	E32	4435 35th Av Sw	Aid Response
6/12/2017 10:25:30 PM	F170058329	1	E36	5444 Delridge Way Sw	Aid Response
6/12/2017 10:20:52 PM	F170058327	1	E39 M16	12740 30th Av Ne	Medic Response
6/12/2017 10:16:23 PM	F170058326	1	E35	8532 15th Av Nw	Aid Response
6/12/2017 10:12:07 PM	F170058325	1	E28	4113 41st Av S	Aid Response
6/12/2017 10:02:38 PM	F170058323	1	M1	2300 S Massachusetts St	Medic Response
6/12/2017 10:05:53 PM	F170058324	1	M31 E24	14002 Linden Av N	Medic Response
6/12/2017 10:02:38 PM	F170058323	1	E6	2300 S Massachusetts St	Medic Response
6/12/2017 9:55:46 PM	F170058322	1	A10	607 3rd Av	Aid Response
6/12/2017 9:53:54 PM	F170058321	1	A2	5th Av / Olive Way	Aid Response
6/12/2017 9:52:25 PM	F170058320	1	E22	2409 10th Av E	Aid Response
6/12/2017 9:52:01 PM	F170058319	1	L9 E16	505 Ne 70th St	Auto Fire Alarm
6/12/2017 9:49:08 PM	F170058318	1	E33	7957 44th Pl S	Aid Response
6/12/2017 9:35:19 PM	F170058314	1	A2	2001 Western Av	Aid Response
6/12/2017 9:19:10 PM	F170058311	1	E24 M31	13000 Linden Av N	Medic Response
6/12/2017 9:07:09 PM	F170058309	1	M28	3801 Renton Av S	Medic Response
6/12/2017 9:10:06 PM	F170058310	1	E25	1722 19th Av	Aid Response Yellow
6/12/2017 9:07:09 PM	F170058309	1	E30	3801 Renton Av S	Medic Response
6/12/2017 9:00:15 PM	F170058308	1	E39	12740 30th Av Ne	Aid Response Yellow
6/12/2017 8:57:47 PM	F170058306	1	A25	737 BELMONT PL E	Aid Response
6/12/2017 8:56:38 PM	F170058305	1	E11	2201 Sw Holden St	Aid Response
