timestamp	incident_number	level	units	location	incident_type
6/8/2017 11:54:39 PM	F170056819	1	E10 L1	223 Yesler Way	Auto Fire Alarm
6/8/2017 11:33:46 PM	F170056818	1	M18	3469 21st Av W	Medic Response
6/8/2017 11:33:46 PM	F170056818	1	E20	3469 21st Av W	Medic Response
6/8/2017 11:32:42 PM	F170056817	1	E28 M28	3909 S Edmunds St	Medic Response
6/8/2017 11:31:14 PM	F170056816	1	E24	13000 Linden Av N	Aid Response
6/8/2017 11:26:17 PM	F170056814	1	M1 A10	1221 1st Av	Medic Response
6/8/2017 11:18:16 PM	F170056811	1	A25	Pike St / Boren Av	Aid Response
6/8/2017 11:17:53 PM	F170056810	1	M10 A2	567 John St	Medic Response
6/8/2017 11:04:16 PM	F170056807	1	M1 A5	517 3rd Av	Medic Response
6/8/2017 11:02:58 PM	F170056806	1	E9	802 N 46th St	Aid Response
6/8/2017 10:47:56 PM	F170056804	1	E36	Sw Genesee St / 26th Av Sw	Aid Response
6/8/2017 10:35:16 PM	F170056802	1	E31	10631 8th Av Ne	Medic Response
6/8/2017 10:36:50 PM	F170056803	1	E2 L10	721 Pine St	Auto Fire Alarm
6/8/2017 10:35:16 PM	F170056802	1	L5 M16	10631 8th Av Ne	Medic Response
6/8/2017 10:34:26 PM	F170056801	1	E21	329 N 76th St	Aid Response
6/8/2017 10:27:29 PM	F170056799	1	M31 E39	1520 Ne 143rd St	Medic Response
6/8/2017 10:23:42 PM	F170056797	1	E25	1821 E Mercer St	Investigate Out Of Service
6/8/2017 10:10:45 PM	F170056794	1	A14	1907 4th Av S	Aid Response
6/8/2017 10:03:36 PM	F170056793	1	E38	5115 Ravenna Av Ne	Illegal Burn
6/8/2017 9:58:04 PM	F170056792	1	E37	3204 Sw Morgan St	Aid Response
6/8/2017 9:57:11 PM	F170056791	1	A10	306 6th Av S	Aid Response
6/8/2017 9:54:31 PM	F170056789	1	L5	1811 N Northgate Way	Rescue Elevator
6/8/2017 9:50:58 PM	F170056788	1	A5	500 5th Av	Aid Response
6/8/2017 9:36:30 PM	F170056785	1	E39	12562 42nd Av Ne	Automatic Fire Alarm Resd
6/8/2017 9:35:26 PM	F170056784	1	L12	M L King Jr Way S / S Orcas St	MVI - Motor Vehicle Incident
6/8/2017 9:33:41 PM	F170056783	1	A25	1712 Summit Av	Aid Response
6/8/2017 9:32:47 PM	F170056782	1	E21	350 N 83rd St	Electrical Problem
6/8/2017 9:30:45 PM	F170056779	1	E28	7500 Seward Park Av S	Aid Response
6/8/2017 9:29:08 PM	F170056778	1	E38	5603 40th Av Ne	Automatic Fire Alarm Resd
6/8/2017 9:25:43 PM	F170056777	1	E13	3001 Beacon Av S	Aid Response
6/8/2017 9:12:05 PM	F170056776	1	A10	901 Rainier Av S	Aid Response
6/8/2017 9:06:30 PM	F170056775	1	E28	5510 Renton Av S	Aid Response
6/8/2017 9:03:22 PM	F170056774	1	E39	Lake City Way Ne / Ne 115th St	MVI - Motor Vehicle Incident
6/8/2017 9:00:03 PM	F170056773	1	M31 E24	13537 Aurora Av N	Medic Response
6/8/2017 8:48:34 PM	F170056770	1	E11	9440 27th Av Sw	Aid Response
6/8/2017 8:46:56 PM	F170056768	1	A10	50 University St	Aid Response
