timestamp	incident_number	level	units	location	incident_type
6/10/2017 11:57:44 PM	F170057630	1	A2 M18	607 Eastlake Av E	Medic Response
6/10/2017 11:54:17 PM	F170057629	1	E37	6428 29th Av Sw	Aid Response
6/10/2017 11:50:36 PM	F170057626	1	A10	1501 4th Av	Aid Response
6/10/2017 11:48:15 PM	F170057625	1	E16 M16	6545 Ravenna Av Ne	Medic Response
6/10/2017 11:45:01 PM	F170057624	1	E2	1750 Dexter Av N	Bark Fire
6/10/2017 11:34:05 PM	F170057620	1	M10	500 5th Av	Medic Response
6/10/2017 11:40:19 PM	F170057621	1	E13	2414 Beacon Av S	Aid Response
6/10/2017 11:34:05 PM	F170057620	1	A5	500 5th Av	Medic Response
6/10/2017 11:31:50 PM	F170057619	1	M1 A25	308 14th Av E	Medic Response
6/10/2017 11:28:05 PM	F170057618	1	A10	4th Av / Seneca St	Aid Response
6/10/2017 11:17:49 PM	F170057616	1	E18	24th Av Nw / Nw 65th St	MVI - Motor Vehicle Incident
6/10/2017 11:12:19 PM	F170057615	1	E20 M18	2812 22nd Av W	Medic Response
6/10/2017 11:09:20 PM	F170057614	1	L10 E25	1625 Broadway	Auto Fire Alarm
6/10/2017 11:07:06 PM	F170057613	1	E37	35th Av Sw / Sw Ida St	Aid Response
6/10/2017 11:03:45 PM	F170057612	1	E33	7916 Beacon Av S	Aid Response
6/10/2017 10:48:57 PM	F170057608	1	M10	1005 Terrace St	Medic Response
6/10/2017 10:26:41 PM	F170057602	1	L12	7253 38TH AV S	4RED - 2 + 1 + 1
6/10/2017 10:50:29 PM	F170057610	1	L4	1426 1st Av	Aid Response
6/10/2017 10:50:22 PM	F170057609	1	E41	4344 30th Av W	Aid Response
6/10/2017 10:48:57 PM	F170057608	1	E6	1005 Terrace St	Medic Response
6/10/2017 10:26:41 PM	F170057602	1	E28	7253 38TH AV S	4RED - 2 + 1 + 1
6/10/2017 10:43:26 PM	F170057607	1	A5	610 5TH AV S	Aid Response
6/10/2017 10:26:41 PM	F170057602	1	L3	7253 38TH AV S	4RED - 2 + 1 + 1
6/10/2017 10:26:41 PM	F170057602	1	B5	7253 38TH AV S	4RED - 2 + 1 + 1
6/10/2017 10:39:46 PM	F170057606	1	L12	7923 M L King Jr Way S	Aid Response
6/10/2017 10:38:25 PM	F170057605	1	L4	2119 2nd Av	Aid Response
6/10/2017 10:38:09 PM	F170057604	1	A25	100 Melrose Av E	Aid Response
6/10/2017 10:35:32 PM	F170057603	1	A2	100 Pike St	Aid Response
