timestamp	incident_number	level	units	location	incident_type
7/2/2017 11:55:22 PM	F170066112	1	A25	1410 E John St	Aid Response
7/2/2017 11:45:47 PM	F170066110	1	E9	4010 Midvale Av N	Illegal Burn
7/2/2017 11:40:20 PM	F170066109	1	E13	23rd Av S / Rainier Av S	MVI - Motor Vehicle Incident
7/2/2017 11:35:23 PM	F170066108	1	E28	5033 37th Av S	Automatic Medical Alarm
7/2/2017 11:30:16 PM	F170066107	1	E30	3904 M L King Jr Way S	Aid Response
7/2/2017 11:26:05 PM	F170066104	1	E37 M28	9440 27th Av Sw	Medic Response
7/2/2017 11:24:37 PM	F170066103	1	E11 M32	9440 27th Av Sw	Medic Response
7/2/2017 11:18:17 PM	F170066102	1	A2	7th Av / Union St	Aid Response
7/2/2017 11:15:42 PM	F170066101	1	E24	14100 Linden Av N	Aid Response
7/2/2017 11:14:14 PM	F170066100	1	E31	315 N 102nd St	Aid Response
7/2/2017 11:06:31 PM	F170066099	1	M1 A25	747 Broadway	Medic Response
7/2/2017 11:03:10 PM	F170066098	1	M16 E38	2703 Ne 54th St	Medic Response
7/2/2017 10:55:29 PM	F170066097	1	E9	2500 Dexter Av N	Aid Response
7/2/2017 10:52:35 PM	F170066096	1	E31	10049 College Way N	Aid Response
7/2/2017 10:41:33 PM	F170066094	1	A10	6th Av S / Yesler Way	Aid Response
7/2/2017 10:40:20 PM	F170066093	1	A5	Prefontaine Pl S / Yesler Way	Aid Response
7/2/2017 10:29:26 PM	F170066092	1	B5 E33 L12	3914 S Kenyon St	3RED - 1 +1 + 1
7/2/2017 10:19:27 PM	F170066091	1	A10	1420 Western Av	Aid Response
7/2/2017 10:16:30 PM	F170066090	1	A25	415 10th Av E	Aid Response
7/2/2017 10:02:40 PM	F170066088	1	A5	4th Av S / S Jackson St	MVI - Motor Vehicle Incident
7/2/2017 10:02:40 PM	F170066088	1	E10	4th Av S / S Jackson St	MVI - Motor Vehicle Incident
7/2/2017 9:45:41 PM	F170066083	1	M10	3228 Sw 97th St	Medic Response
7/2/2017 9:53:16 PM	F170066086	1	E31	12035 Aurora Av N	Aid Response
7/2/2017 9:48:58 PM	F170066085	1	M10 E36	4470 35th Av Sw	Medic Response, 6 per Rule
7/2/2017 9:48:58 PM	F170066085	1	L11	4470 35th Av Sw	Medic Response, 6 per Rule
7/2/2017 9:46:31 PM	F170066084	1	A10	1420 Western Av	Aid Response
7/2/2017 9:45:41 PM	F170066083	1	E37 M28	3228 Sw 97th St	Medic Response
7/2/2017 9:43:46 PM	F170066082	1	A25	1103 16th Av	Aid Response
7/2/2017 9:43:08 PM	F170066081	1	M1 A5	12th Av S / S Main St	Medic Response
7/2/2017 9:41:20 PM	F170066079	1	E21 L5	9009 Greenwood Av N	Auto Fire Alarm
7/2/2017 9:37:57 PM	F170066078	1	E32	5052 38th Av Sw	Medic Response
7/2/2017 9:37:57 PM	F170066078	1	M32	5052 38th Av Sw	Medic Response
7/2/2017 9:37:57 PM	F170066078	1	L11	5052 38th Av Sw	Medic Response
7/2/2017 9:16:46 PM	F170066069	1	M16	12550 Greenwood Av N	Medic Response
7/2/2017 9:24:23 PM	F170066076	1	E30	Rainier Av S / S Ferdinand St	Aid Response
