timestamp	incident_number	level	units	location	incident_type
6/18/2017 11:56:18 PM	F170060620	1	E37	2427 Sw Holden St	Aid Response
6/18/2017 11:52:42 PM	F170060619	1	E31	Aurora Av N / N 105th St	Aid Response
6/18/2017 11:50:15 PM	F170060618	1	E38 M16	6516 46th Av Ne	Medic Response
6/18/2017 11:42:28 PM	F170060617	1	E5 L4	425 Pontius Av N	Auto Fire Alarm
6/18/2017 11:41:01 PM	F170060616	1	L6 E2	533 3rd Av W	Auto Fire Alarm
6/18/2017 11:35:19 PM	F170060615	1	L10 E25	801 Pine St	Auto Fire Alarm
6/18/2017 11:34:36 PM	F170060614	1	E28	6600 Rainier Av S	Aid Response
6/18/2017 11:18:37 PM	F170060611	1	A2	1827 Yale Av	Aid Response
6/18/2017 11:18:21 PM	F170060610	1	M18 E8	1936 6th Av W	Medic Response
6/18/2017 11:11:35 PM	F170060608	1	E31	Holman Rd N / N 105th St	Aid Response
6/18/2017 11:07:28 PM	F170060607	1	E39	1200 Ne 143rd St	Unk Odor
6/18/2017 11:01:49 PM	F170060606	1	E37	35th Av Sw / Sw Barton St	Aid Response
6/18/2017 10:52:01 PM	F170060605	1	E16	505 Ne 70th St	Aid Response
6/18/2017 10:51:10 PM	F170060604	1	E31	10507 Aurora Av N	Aid Response
6/18/2017 10:50:38 PM	F170060603	1	L9 E17	5525 University Way Ne	Auto Fire Alarm
6/18/2017 10:48:35 PM	F170060602	1	E40 M31	1244 Ne 96th St	Medic Response
6/18/2017 10:37:39 PM	F170060601	1	A2 M1	Western Av / Pike St	Medic Response
6/18/2017 10:26:17 PM	F170060599	1	E5	200 Thomas St	Aid Response
6/18/2017 10:06:07 PM	F170060596	1	M1	Western Av / Pike St	Medic Response
6/18/2017 10:08:38 PM	F170060597	1	A5	1118 5TH AV	Aid Response
6/18/2017 10:06:07 PM	F170060596	1	A2	Western Av / Pike St	Medic Response
6/18/2017 10:07:02 PM	F170060595	1	M28 E33	9035 36th Av S	Medic Response
6/18/2017 9:43:38 PM	F170060590	1	E21	9009 Greenwood Av N	Aid Response
6/18/2017 9:37:35 PM	F170060588	1	A2	123 2nd Av N	Aid Response
6/18/2017 9:36:56 PM	F170060587	1	A10	298 Yesler Way	Aid Response
6/18/2017 9:33:52 PM	F170060586	1	A5	318 2nd Av Et  S	Aid Response
6/18/2017 9:29:57 PM	F170060585	1	E39	2513 NE 145TH ST	Aid Response
6/18/2017 9:15:31 PM	F170060581	1	E17	4451 Midvale Av N	1RED 1 Unit
6/18/2017 9:13:55 PM	F170060580	1	E2	1811 Eastlake Av	Aid Response
6/18/2017 9:04:08 PM	F170060578	1	E30	2001 30th Av S	Aid Response
6/18/2017 8:46:21 PM	F170060566	1	DECON1	614 NW 45TH ST	Fire in Building
6/18/2017 8:55:39 PM	F170060577	1	E37	7345 Delridge Way Sw	Aid Response
6/18/2017 8:52:30 PM	F170060575	1	E11	2615 Sw Barton St	Aid Response
6/18/2017 8:46:21 PM	F170060566	1	L10 A25 E25 P25	614 NW 45TH ST	Fire in Building
6/18/2017 8:50:17 PM	F170060571	1	L1 E30	2501 S Plum St	Auto Fire Alarm
6/18/2017 8:46:21 PM	F170060566	1	L6 AIR9 REHAB1 E35 SAFT2 A2 M18 E21 E20 M44 L9 STAF10 DEP1 B6 E17	614 NW 45TH ST	Fire in Building
6/18/2017 8:35:03 PM	F170060564	1	A10	1561 Alaskan Way S	Aid Response
6/18/2017 8:46:21 PM	F170060566	1	B4 E18 E9 L8	614 NW 45TH ST	Fire in Building
6/18/2017 8:43:46 PM	F170060565	1	E13	1308 13th Av S	Aid Response
