timestamp	incident_number	level	units	location	incident_type
6/22/2017 11:43:39 PM	F170062159	1	A25	1409 E Olive St	Aid Response
6/22/2017 11:36:40 PM	F170062158	1	A10	5th Av S / S Jackson St	Aid Response
6/22/2017 11:31:09 PM	F170062155	1	L4 E2	510 Minor Av N	Auto Fire Alarm
6/22/2017 11:29:01 PM	F170062154	1	M10	1902 2nd Av	Medic Response
6/22/2017 11:29:01 PM	F170062154	1	E5	1902 2nd Av	Medic Response
6/22/2017 11:27:43 PM	F170062153	1	E16	450 Ne 100th St	Aid Response
6/22/2017 11:26:47 PM	F170062152	1	E20	1209 W Ruffner St	Aid Response
6/22/2017 11:24:50 PM	F170062151	1	E29	54th Pl Sw / Alki Av Sw	Illegal Burn
6/22/2017 11:23:18 PM	F170062150	1	E21 L5	8520 Evanston Av N	Alarm Bell
6/22/2017 11:23:02 PM	F170062149	1	A2	1916 Westlake Av	Aid Response
6/22/2017 11:20:02 PM	F170062148	1	A25	1409 E Olive St	Aid Response
6/22/2017 11:10:01 PM	F170062147	1	A5	1005 Terrace St	Automatic Medical Alarm
6/22/2017 10:58:18 PM	F170062145	1	E36	Sw Alaska St / 36th Av Sw	Rubbish Fire
6/22/2017 10:52:19 PM	F170062143	1	E41	3401 W Government Way	Aid Response
6/22/2017 10:52:17 PM	F170062142	1	E32	4557 45th Av Sw	Aid Response
6/22/2017 10:37:07 PM	F170062139	1	E24	747 N 135th St	Aid Response
6/22/2017 10:11:51 PM	F170062137	1	A2	2nd Av W / W Mercer St	Aid Response
6/22/2017 10:07:28 PM	F170062134	1	E8	1923 5th Av W	Aid Response
6/22/2017 10:06:19 PM	F170062133	1	E18	1715 Nw 59th St	Aid Response
6/22/2017 9:55:57 PM	F170062129	1	E13 E27 L7 M44 B5	S Dawson St / 6th Av S	Explosion Minor
6/22/2017 9:41:30 PM	F170062127	1	E38	10058 35th Av Ne	Aid Response Yellow
6/22/2017 9:36:17 PM	F170062126	1	E18	22nd Av Nw / Nw 57th St	Aid Response
6/22/2017 9:29:18 PM	F170062124	1	E40	7040 38th Av Ne	Aid Response
6/22/2017 9:27:45 PM	F170062123	1	A2	810 Virginia St	Aid Response
6/22/2017 9:22:23 PM	F170062121	1	E38	5036 25th Av Ne	Rescue Lock In/Out
6/22/2017 9:16:00 PM	F170062120	1	E9	4412 Evanston Av N	Automatic Fire Alarm Resd
6/22/2017 9:07:24 PM	F170062117	1	A25	1431 Minor Av	Aid Response
6/22/2017 8:49:01 PM	F170062112	1	E28	3716 S Willow St	Aid Response
6/22/2017 8:40:03 PM	F170062110	1	E18	5433 Leary Av Nw	Aid Response
6/22/2017 8:38:01 PM	F170062108	1	E39	1000 Ne 135th St	Wires Down
6/22/2017 8:30:20 PM	F170062107	1	E24	13407 Greenwood Av N	Aid Response
6/22/2017 8:28:02 PM	F170062105	1	E35	7721 31st Av Nw	Aid Response
6/22/2017 8:25:07 PM	F170062104	1	A10	204 3rd Av S	Aid Response
6/22/2017 8:23:21 PM	F170062102	1	L9	2303 N 45th St	Aid Response
6/22/2017 8:12:41 PM	F170062098	1	B5	6285 Airport Way S	Fire in Building
6/22/2017 8:17:19 PM	F170062101	1	E29	1111 Harbor Av Sw	Aid Response
6/22/2017 8:16:31 PM	F170062100	1	E18	5701 22nd Av Nw	Aid Response
6/22/2017 8:10:04 PM	F170062097	1	M16	Sb I5 Fr 45	Medic Response
6/22/2017 8:12:41 PM	F170062098	1	B5 E27 B7 STAF10 E6 REHAB1 AIR9 E13 A14 E36 L7 M28 M44 E26 E28 L12 SAFT2 DEP1 L3	6285 Airport Way S	Fire in Building
6/22/2017 8:10:04 PM	F170062097	1	A25 E17 E22	Sb I5 Fr 45	Medic Response
6/22/2017 7:46:33 PM	F170062095	1	M16	3920 Stone Way N	Medic Response
6/22/2017 7:46:33 PM	F170062095	1	E9	3920 Stone Way N	Medic Response
6/22/2017 7:42:22 PM	F170062094	1	A5	Rainier Av S / S Dearborn St	Aid Response
6/22/2017 7:33:33 PM	F170062092	1	A10	4th Av / Spring St	Aid Response
6/22/2017 7:31:44 PM	F170062091	1	E33	9000 Rainier Av S	Aid Response
6/22/2017 7:30:31 PM	F170062090	1	E2	805 4TH AV N	Aid Response
6/22/2017 7:26:30 PM	F170062086	1	E11	9046 17th Av Sw	Automatic Fire Alarm Resd
6/22/2017 7:25:55 PM	F170062085	1	E5	2215 1st Av	Automatic Medical Alarm
6/22/2017 7:20:31 PM	F170062082	1	A2	2215 1st Av	Automatic Medical Alarm
6/22/2017 7:20:31 PM	F170062082	1	E5	2215 1st Av	Automatic Medical Alarm
6/22/2017 7:16:19 PM	F170062081	1	A4	2400 Elliott Av	Aid Response
6/22/2017 7:08:30 PM	F170062078	1	E9	4302 Fremont Av N	Aid Response
6/22/2017 7:01:55 PM	F170062075	1	E6	M L King Jr Way / E Union St	MVI - Motor Vehicle Incident
6/22/2017 7:01:13 PM	F170062074	1	A25	M L King Jr Way / E Union St	Aid Response
6/22/2017 6:57:07 PM	F170062072	1	A5	109 S Main St	Aid Response
6/22/2017 6:45:53 PM	F170062071	1	M16	7229 27TH AV NE	Medic Response
6/22/2017 6:45:53 PM	F170062071	1	E40	7229 27TH AV NE	Medic Response
6/22/2017 6:44:43 PM	F170062070	1	E9	N 35th St / Stone Way N	Aid Response
6/22/2017 6:35:14 PM	F170062068	1	E13	Nb I5 Cd At Dearborn	Assault w/Weap 7 per Rule
6/22/2017 6:35:14 PM	F170062068	1	M1	Nb I5 Cd At Dearborn	Assault w/Weap 7 per Rule
6/22/2017 6:35:14 PM	F170062068	1	E10 A10 M44 B5 M10	Nb I5 Cd At Dearborn	Assault w/Weap 7 per Rule
6/22/2017 6:35:14 PM	F170062067	1	E24	2317 N 134th St	Aid Response
6/22/2017 6:21:54 PM	F170062065	1	E22	2556 E Roanoke St	Aid Response
6/22/2017 6:19:26 PM	F170062064	1	L7	2700 Beacon Av S	Rescue Elevator
6/22/2017 6:16:32 PM	F170062062	1	E38	Pend Oreille Rd Ne / 25th Av Ne	Aid Response
6/22/2017 6:14:45 PM	F170062061	1	M1	12th Av / E Cherry St	Medic Response
6/22/2017 6:14:45 PM	F170062061	1	E25	12th Av / E Cherry St	Medic Response
6/22/2017 6:12:30 PM	F170062060	1	A25	1200 University St	Aid Response
6/22/2017 6:04:12 PM	F170062058	1	E11	Delridge Way Sw / Sw Trenton St	Aid Response
6/22/2017 5:50:07 PM	F170062056	1	E18	1753 Nw 56th St	Aid Response
6/22/2017 5:46:28 PM	F170062054	1	E17	5106 27th Av Ne	Automatic Fire Alarm Resd
6/22/2017 5:40:46 PM	F170062050	1	A4	601 Union St	Aid Response
6/22/2017 5:41:35 PM	F170062052	1	E39	33rd Av Ne / Ne 125th St	Aid Response
