timestamp	incident_number	level	units	location	incident_type
7/5/2017 11:54:49 PM	F170067426	1	A2	500 9TH AV N	Aid Response
7/5/2017 11:54:49 PM	F170067426	1	E2	500 9TH AV N	Aid Response
7/5/2017 11:56:32 PM	F170067425	1	A25	527 12th Av E	Aid Response
7/5/2017 11:46:03 PM	F170067423	1	A2	300 9th Av N	Aid Response
7/5/2017 11:33:51 PM	F170067416	1	B6 E22 E5 E17	Eb Sr520 At Montlake	Brush Fire Freeway
7/5/2017 11:23:12 PM	F170067414	1	E28	5300 46th Av S	Automatic Fire Alarm Resd
7/5/2017 11:22:11 PM	F170067413	1	E40	12535 Lake City Way Ne	Aid Response
7/5/2017 11:18:24 PM	F170067412	1	E24 M31 A25 E39	Sb I5 At 117	MVI Freeway Medic
7/5/2017 11:14:38 PM	F170067411	1	E21	928 N 68th St	Aid Response
7/5/2017 11:14:19 PM	F170067410	1	E5 L4	400 Fairview Av N	Auto Fire Alarm
7/5/2017 11:14:15 PM	F170067409	1	E33	4601 S Director St	Automatic Medical Alarm
7/5/2017 11:10:31 PM	F170067407	1	A5	517 3rd Av	Aid Response
7/5/2017 11:03:54 PM	F170067405		CHAP5	3318 Wetmore Av S	Aid Response Yellow
7/5/2017 11:04:19 PM	F170067406	1	E11	15th Av Sw/sw Roxbury St	Brush Fire
7/5/2017 10:51:47 PM	F170067402	1	M28 E28	6617 Beacon Av S	Medic Response
7/5/2017 10:36:03 PM	F170067399	1	E38	2500 Ne 54th St	Aid Response
7/5/2017 10:33:56 PM	F170067398	1	A10	3rd Av S / S Main St	Aid Response
7/5/2017 10:24:05 PM	F170067397	1	E11	9811 California Av Sw	Aid Response Yellow
7/5/2017 10:21:51 PM	F170067396	1	E37	36th Av Sw / Sw Barton St	Aid Response
7/5/2017 10:22:31 PM	F170067395	1	E8 L6	533 3rd Av W	Auto Fire Alarm
7/5/2017 10:20:40 PM	F170067394	1	E28	42nd Av S / S Graham St	Brush Fire
7/5/2017 10:14:06 PM	F170067393	1	B5	2931 S Mount Baker Blvd	Aid Response
7/5/2017 10:14:06 PM	F170067393	1	E30	2931 S Mount Baker Blvd	Aid Response
7/5/2017 10:12:55 PM	F170067391	1	E16	N 77th St / Sunnyside Av N	Illegal Burn
7/5/2017 10:12:03 PM	F170067390	1	E6	1618 E Yesler Way	Automatic Medical Alarm
7/5/2017 10:01:52 PM	F170067387	1	L6	2106 Bigelow Av N	Automatic Fire Alarm Resd
7/5/2017 9:49:58 PM	F170067383	1	M1	4th Av / Pine St	Medic Response
7/5/2017 9:52:19 PM	F170067385	1	A5	5th Av S / S Jackson St	Aid Response
7/5/2017 9:49:58 PM	F170067383	1	A2	4th Av / Pine St	Medic Response
7/5/2017 9:49:26 PM	F170067382	1	M10	W Mercer St / Queen Anne Av N	Aid Response
7/5/2017 9:49:26 PM	F170067382	1	E8	W Mercer St / Queen Anne Av N	Aid Response
7/5/2017 9:47:34 PM	F170067380	1	E20 L8	2642 21st Av W	Auto Fire Alarm
7/5/2017 9:44:52 PM	F170067372	1	E13	5505 13th Av S	Brush Fire
7/5/2017 9:44:52 PM	F170067372	1	E27	5505 13th Av S	Brush Fire
7/5/2017 9:45:28 PM	F170067371	1	E18	7002 23rd Av Nw	Aid Response
