timestamp	incident_number	level	units	location	incident_type
6/5/2017 11:42:07 PM	F170055616	1	M1	517 3rd Av	Medic Response
6/5/2017 11:42:07 PM	F170055616	1	A5	517 3rd Av	Medic Response
6/5/2017 11:42:07 PM	F170055616	1	E10 M10	517 3rd Av	Medic Response
6/5/2017 11:54:20 PM	F170055620	1	E40	10539 24th Av Ne	Aid Response
6/5/2017 11:53:00 PM	F170055619	1	A10	106 PIKE ST	Aid Response
6/5/2017 11:48:19 PM	F170055618	1	A2	Lenora St / Western Av	Aid Response
6/5/2017 11:44:39 PM	F170055617	1	E27	Stanley Av S / S Albro Pl	Aid Response
6/5/2017 11:42:07 PM	F170055616	1	M1 A10	517 3rd Av	Medic Response
6/5/2017 11:41:33 PM	F170055615	1	A2	8th Av / Virginia St	Aid Response
6/5/2017 11:38:04 PM	F170055614	1	E11	9008 17th Av Sw	Aid Response
6/5/2017 11:36:19 PM	F170055613	1	A25	1811 Eastlake Av	Aid Response Yellow
6/5/2017 11:32:59 PM	F170055612	1	E40	7340 35th Av Ne	Aid Response
6/5/2017 11:22:12 PM	F170055611	1	E29	2651 52nd Av Sw	Aid Response
6/5/2017 11:21:35 PM	F170055610	1	A5	509 3rd Av	Aid Response
6/5/2017 11:17:23 PM	F170055609	1	E32	5936 California Av Sw	Aid Response
6/5/2017 11:18:23 PM	F170055608	1	A2	1902 2nd Av	Aid Response
6/5/2017 11:07:35 PM	F170055607	1	E24	14344 Stone Av N	Aid Response
6/5/2017 10:42:46 PM	F170055601	1	E6	24th Av / E Cherry St	Aid Response
6/5/2017 10:38:04 PM	F170055600	1	M28	7700 Rainier Av S	Medic Response
6/5/2017 10:38:04 PM	F170055600	1	E28	7700 Rainier Av S	Medic Response
6/5/2017 10:35:02 PM	F170055599	1	E16	505 Ne 70th St	Automatic Medical Alarm
6/5/2017 10:32:06 PM	F170055598	1	E31	1500 N 105TH ST	Aid Response
6/5/2017 10:21:23 PM	F170055593	1	A2	2614 4th Av	Aid Response Yellow
6/5/2017 10:07:28 PM	F170055592	1	A10	3rd Av / Marion St	Aid Response
6/5/2017 10:00:31 PM	F170055591	1	E18	2418 Nw 56th St	Aid Response
6/5/2017 9:48:00 PM	F170055589	1	A5	503 S Royal Brougham Way	Aid Response
6/5/2017 9:40:57 PM	F170055587	1	E16	6720 East Green Lake Way N	Aid Response
6/5/2017 9:37:46 PM	F170055586	1	M28	3802 S Othello St	Medic Response
6/5/2017 9:37:46 PM	F170055586	1	E28	3802 S Othello St	Medic Response
6/5/2017 9:33:38 PM	F170055585	1	E38	2650 Ne University Village St	Aid Response
6/5/2017 9:32:58 PM	F170055584	1	E33	8320 38th Av S	Aid Response
6/5/2017 9:30:10 PM	F170055581	1	E11	6545 18th Av Sw	Aid Response
6/5/2017 9:25:52 PM	F170055580	1	E36 E13	Nb I5 At Cherry	Car Fire Freeway
6/5/2017 9:19:02 PM	F170055578	1	E39	2806 Ne 127th St	Aid Response
6/5/2017 9:18:29 PM	F170055577	1	E41	2110 Wolfe Pl W	Automatic Fire Alarm Resd
6/5/2017 9:18:03 PM	F170055576	1	E17 L9 M16	University Way Ne / Ne 50th St	Aid Response
6/5/2017 9:15:38 PM	F170055575	1	A2	OLIVE WAY / 6TH AV	Aid Response
6/5/2017 9:13:58 PM	F170055573	1	E21	329 N 76th St	Aid Response
6/5/2017 9:01:13 PM	F170055569	1	E34	2000 43rd Av E	Aid Response Yellow
6/5/2017 8:39:43 PM	F170055561	1	E18	305 Nw 54th St	Aid Response
6/5/2017 8:42:55 PM	F170055564	1	MAR5	3rd Av W / W Blaine St	Car Fire
6/5/2017 8:43:32 PM	F170055566	1	E24	12525 Aurora Av N	Rubbish Fire
6/5/2017 8:42:55 PM	F170055564	1	E8	3rd Av W / W Blaine St	Car Fire
6/5/2017 8:41:31 PM	F170055563	1	A5	804 James St	Aid Response
6/5/2017 8:40:26 PM	F170055562	1	E39	12316 28th Av Ne	Aid Response
6/5/2017 8:39:43 PM	F170055561	1	E18	305 Nw 54th St	Aid Response
6/5/2017 8:35:13 PM	F170055560	1	A2	2821 2nd Av	Aid Response
6/5/2017 8:21:19 PM	F170055558	1	A25	Broadway / E Pine St	Aid Response
6/5/2017 8:16:55 PM	F170055557	1	E28	6503 SHAFFER AV S	Aid Response
6/5/2017 8:11:07 PM	F170055556	1	E39	35th Av Ne / Ne 135th St	Aid Response
6/5/2017 8:10:13 PM	F170055555	1	L10	1727 Belmont Av	Natural Gas Odor
6/5/2017 8:09:48 PM	F170055554	1	L4	825 Eastlake Av E	Rescue Elevator
6/5/2017 8:05:59 PM	F170055553	1	L5	510 N 90th St	Natural Gas Odor
6/5/2017 8:05:25 PM	F170055552	1	E31	Roosevelt Way Ne / Ne 102nd St	Aid Response
6/5/2017 8:00:43 PM	F170055551	1	A4	14th Av W / W Boston St	Aid Response Yellow
6/5/2017 8:00:43 PM	F170055551	1	A2	14th Av W / W Boston St	Aid Response Yellow
6/5/2017 7:45:17 PM	F170055544	1	DEP1 E5 AIR9 B22 STAF10 E2 SAFT2 M1 REHAB1 B5 L6 E25 E6 L4 E8 M44 A10	615 3rd Av	Fire in Building
6/5/2017 7:45:36 PM	F170055545	1	E11 E37 M32	1600 SW HOLDEN ST	Aid Response
6/5/2017 7:45:17 PM	F170055544	1	L1 E10	615 3rd Av	Fire in Building
6/5/2017 7:31:14 PM	F170055543	1	E32	3703 37th Av Sw	Automatic Fire Alarm Resd
6/5/2017 7:30:47 PM	F170055542	1	A4	100 Pine St	Aid Response
6/5/2017 7:27:56 PM	F170055540	1	L7	3623 6TH AV S	Illegal Burn
6/5/2017 7:26:26 PM	F170055539	1	E22	12th Av Ne / Ne Campus Pkwy	Aid Response
6/5/2017 7:22:03 PM	F170055537	1	E17	17th Av Ne / Ne 50th St	Aid Response
6/5/2017 7:19:24 PM	F170055536	1	E5	230 8th Av N	1RED 1 Unit
6/5/2017 7:17:00 PM	F170055534	1	E31	11570 Stone Av N	1RED 1 Unit
6/5/2017 7:13:16 PM	F170055533	1	E30	Rainier Av S / S Edmunds St	MVI - Motor Vehicle Incident
6/5/2017 7:13:16 PM	F170055533	1	L3	Rainier Av S / S Edmunds St	MVI - Motor Vehicle Incident
6/5/2017 7:11:21 PM	F170055532	1	A25	1736 Summit Av	Aid Response
6/5/2017 7:11:11 PM	F170055531	1	E22	3939 15th Av Ne	1RED 1 Unit
6/5/2017 7:10:15 PM	F170055530	1	A5	517 3rd Av	Aid Response
6/5/2017 6:52:16 PM	F170055528	1	E32	3921 Sw Dawson St	Aid Response
6/5/2017 6:43:58 PM	F170055526	1	E21	6501 Aurora Av N	Aid Response
6/5/2017 6:46:23 PM	F170055525	1	E18	1521 Nw Market St	Aid Response
6/5/2017 6:03:15 PM	F170055518	1	MAR5	9325 53rd Av S	Fire in Single Family Res
6/5/2017 6:03:15 PM	F170055518	1	MAR50	9325 53rd Av S	Fire in Single Family Res
6/5/2017 6:13:05 PM	F170055523	1	E26	9230 2nd Av Sw	Aid Response
6/5/2017 6:10:46 PM	F170055522	1	A25	1918 8th Av	Aid Response
6/5/2017 6:00:49 PM	F170055514	1	A2	2200 WESTLAKE AV	Aid Response
6/5/2017 6:03:15 PM	F170055518	1	DEP1 E27 STAF10 M28 AIR9 E30 A14 SAFT2 M44 L7	9325 53rd Av S	Fire in Single Family Res
6/5/2017 6:03:15 PM	F170055518	1	B5	9325 53rd Av S	Fire in Single Family Res
6/5/2017 6:03:15 PM	F170055518	1	L12 E28 B7	9325 53rd Av S	Fire in Single Family Res
6/5/2017 6:02:40 PM	F170055519	1	A10	318 2nd Av Et S	Aid Response
6/5/2017 6:03:15 PM	F170055518	1	E33	9325 53rd Av S	Fire in Single Family Res
6/5/2017 6:00:49 PM	F170055514	1	A4	2200 WESTLAKE AV	Aid Response
6/5/2017 5:56:45 PM	F170055512	1	L3	20th Av S / S Ingersoll Pl	Aid Response
6/5/2017 5:51:16 PM	F170055509	1	E6	6th Av S / S Massachusetts St	1RED 1 Unit
6/5/2017 5:50:31 PM	F170055507	1	L7 E30 B5 E13	3434 Beacon Av S	4RED - 2 + 1 + 1
6/5/2017 5:47:44 PM	F170055506	1	M16 E38	NE 74TH ST / 62ND AV NE	Aid Response
6/5/2017 5:46:46 PM	F170055505	1	E10	800 Occidental Av S	Aid Response
6/5/2017 5:46:51 PM	F170055504	1	A10	416 2nd Av Et S	Aid Response
6/5/2017 5:43:14 PM	F170055502	1	A4	222 Yale Av N	Aid Response
6/5/2017 5:37:04 PM	F170055501	1	E38	4842 Ne 43rd St	Automatic Fire Alarm Resd
6/5/2017 5:35:53 PM	F170055500	1	E2	3rd Av N / Mercer St	Illegal Burn
6/5/2017 5:34:53 PM	F170055499	1	E26	1056 S Sullivan St	Aid Response
6/5/2017 5:32:26 PM	F170055498	1	A4	Union St / 3rd Av	Aid Response
6/5/2017 5:32:26 PM	F170055498	1	A2	Union St / 3rd Av	Aid Response
6/5/2017 5:31:27 PM	F170055497	1	E28	4709 S Graham St	Aid Response
6/5/2017 5:30:52 PM	F170055496	1	A5	308 4th Av S	Aid Response
6/5/2017 5:29:08 PM	F170055495	1	E20	3837 13th Av W	Aid Response
6/5/2017 5:23:58 PM	F170055493	1	E31	N 105th St / Aurora Av N	Aid Response
6/5/2017 5:20:36 PM	F170055492	1	E10 M10	1000 4TH AV S	Medic Response, 6 per Rule
6/5/2017 5:20:36 PM	F170055492	1	A10	1000 4TH AV S	Medic Response, 6 per Rule
6/5/2017 5:12:50 PM	F170055489	1	A5	5th Av / James St	Aid Response
6/5/2017 5:08:14 PM	F170055488	1	M18	500 W Emerson St	Medic Response
6/5/2017 5:08:14 PM	F170055488	1	E9	500 W Emerson St	Medic Response
6/5/2017 5:00:57 PM	F170055486	1	E40	1720 Ne 105th St	Aid Response Yellow
6/5/2017 4:59:02 PM	F170055484	1	M1	4126 41st Av Sw	Medic Response
6/5/2017 4:59:02 PM	F170055484	1	M10	4126 41st Av Sw	Medic Response
6/5/2017 4:59:02 PM	F170055484	1	E32	4126 41st Av Sw	Medic Response
6/5/2017 4:55:49 PM	F170055480	1	E20	3201 20TH AV W	Aid Response
6/5/2017 4:43:31 PM	F170055477	1	A10	5th Av S / S Jackson St	Aid Response
6/5/2017 4:35:37 PM	F170055476	1	A5	1950 1st Av S	Medic Response
6/5/2017 4:35:37 PM	F170055476	1	M1 E10	1950 1st Av S	Medic Response
6/5/2017 4:25:06 PM	F170055474	1	A5	4th Av S / S Massachusetts St	Aid Response
6/5/2017 4:18:58 PM	F170055470	1	A10	2nd Av / Spring St	Aid Response
6/5/2017 4:20:06 PM	F170055471	1	E16 L9	845 Ne 66th St	Auto Fire Alarm
6/5/2017 4:17:23 PM	F170055467	1	A2	222 Wall St	Aid Response
6/5/2017 4:17:54 PM	F170055468	1	E25	Broadway E / E Mercer St	Aid Response
6/5/2017 4:17:23 PM	F170055467	1	E5	222 Wall St	Aid Response
6/5/2017 4:15:35 PM	F170055466	1	A4	425 Queen Anne Av N	Aid Response
6/5/2017 4:15:35 PM	F170055466	1	A2	425 Queen Anne Av N	Aid Response
6/5/2017 4:14:13 PM	F170055463	1	L11	3001 Sw Avalon Way	Natural Gas Odor
6/5/2017 4:12:06 PM	F170055462	1	A10	2733 3rd Av S	Advised Incident
6/5/2017 4:12:06 PM	F170055462	1	E10	2733 3rd Av S	Advised Incident
6/5/2017 4:11:48 PM	F170055461	1	A5	4th Av S / S Holgate St	Aid Response
