timestamp	incident_number	level	units	location	incident_type
6/21/2017 11:56:52 PM	F170061731	1	E17 L9	4515 21st Av Ne	Auto Fire Alarm
6/21/2017 11:54:37 PM	F170061729	1	A5	801 Alaskan Way	Aid Response
6/21/2017 11:52:17 PM	F170061728	1	E40	Lake City Way Ne/ne 145th St	Medic Response, 6 per Rule
6/21/2017 11:52:17 PM	F170061728	1	M31 E39	Lake City Way Ne/ne 145th St	Medic Response, 6 per Rule
6/21/2017 11:48:01 PM	F170061727	1	M32	7125 Fauntleroy Way Sw	Medic Response
6/21/2017 11:48:01 PM	F170061727	1	E37	7125 Fauntleroy Way Sw	Medic Response
6/21/2017 11:43:29 PM	F170061726	1	A10	607 3rd Av	Aid Response
6/21/2017 11:33:33 PM	F170061724	1	A2 M10	2201 Alaskan Way	Medic Response
6/21/2017 11:28:50 PM	F170061722	1	E32	4831 35th Av Sw	Aid Response
6/21/2017 11:18:46 PM	F170061721	1	A2	4th Av / Olive Way	Aid Response
6/21/2017 11:09:21 PM	F170061719	1	E35	7th Av Nw / Nw 100th Pl	Aid Response
6/21/2017 11:00:48 PM	F170061717	1	E27	Swift Av S / S Graham St	Aid Response
6/21/2017 10:57:55 PM	F170061716	1	A10	315 MAYNARD AV S	Aid Response
6/21/2017 10:53:39 PM	F170061714	1	A5	411 University St	Aid Response
6/21/2017 10:49:40 PM	F170061713	1	E17	4293 Memorial Way Ne	Electrical Problem
6/21/2017 10:40:29 PM	F170061711	1	E28	4628 S Holly St	Automatic Medical Alarm
6/21/2017 10:29:50 PM	F170061707	1	A2	315 1st Av N	Aid Response
6/21/2017 10:27:14 PM	F170061706	1	E30	3621 33rd Av S	Aid Response
6/21/2017 10:13:37 PM	F170061704	1	E33 L12	11650 Beacon Av S	Auto Fire Alarm
6/21/2017 10:04:46 PM	F170061703	1	M18	3234 17th Av W	Medic Response
6/21/2017 10:04:46 PM	F170061703	1	E20	3234 17th Av W	Medic Response
6/21/2017 10:04:51 PM	F170061702	1	E31	10049 College Way N	Aid Response
6/21/2017 9:50:31 PM	F170061699	1	M31	517 3rd Av	Medic Response
6/21/2017 9:51:51 PM	F170061700	1	E9	2565 Dexter Av N	Aid Response
6/21/2017 9:50:31 PM	F170061699	1	A5	517 3rd Av	Medic Response
6/21/2017 9:46:55 PM	F170061697	1	E25 M1	1821 E Mercer St	Medic Response
6/21/2017 9:42:17 PM	F170061696	1	E10	401 5th Av S	Automatic Fire Alarm False
6/21/2017 9:40:28 PM	F170061695	1	E39	4215 Ne 124th St	Automatic Fire Alarm Resd
6/21/2017 9:32:58 PM	F170061694	1	E17	4507 Brooklyn Av Ne	Aid Response
6/21/2017 9:27:53 PM	F170061691	1	M18	10507 Aurora Av N	Aid Response
6/21/2017 9:28:40 PM	F170061692	1	L12 E30	3642 33rd Av S	Auto Fire Alarm
6/21/2017 9:27:53 PM	F170061691	1	E31	10507 Aurora Av N	Aid Response
6/21/2017 9:23:10 PM	F170061689	1	A10	318 2nd Av Et  S	Aid Response
6/21/2017 8:26:07 PM	F170061671	1	L10	5217 University Way Ne	Medic Response
6/21/2017 9:21:16 PM	F170061688	1	M10	1700 17th Av	Medic Response
6/21/2017 9:21:16 PM	F170061688	1	A25	1700 17th Av	Medic Response
6/21/2017 9:18:24 PM	F170061687	1	E22 M16	3870 Montlake Blvd Ne	Medic Response
6/21/2017 8:58:32 PM	F170061683	1	A2	400 Pine St	Aid Response
6/21/2017 8:54:43 PM	F170061681	1	L10	1700 E Madison St	Rescue Elevator
6/21/2017 8:53:27 PM	F170061680		E39	2806 Ne 127th St	Aid Response
6/21/2017 8:44:30 PM	F170061678	1	E30	3019 M L King Jr Way S	Aid Response
6/21/2017 8:42:34 PM	F170061677	1	E8	608 W Galer St	Aid Response
6/21/2017 8:36:31 PM	F170061674	1	A25	1802 17th Av	Aid Response
6/21/2017 8:26:07 PM	F170061671	1	M31	5217 University Way Ne	Medic Response
6/21/2017 8:36:31 PM	F170061674	1	L10	1802 17th Av	Aid Response
6/21/2017 8:26:07 PM	F170061671	1	L9	5217 University Way Ne	Medic Response
6/21/2017 8:33:10 PM	F170061673	1	E31	N 90th St / Wallingford Av N	Aid Response
6/21/2017 8:29:39 PM	F170061672	1	A5 M1	500 5th Av	Medic Response
6/21/2017 8:26:07 PM	F170061671	1	E17	5217 University Way Ne	Medic Response
6/21/2017 8:25:14 PM	F170061669	1	A4	200 Cedar St	Aid Response
6/21/2017 8:19:42 PM	F170061668	1	L8	7001 Seaview Av Nw	Advised Incident
6/21/2017 8:18:48 PM	F170061667	1	E18	8003 Seaview Av Nw	Aid Response
6/21/2017 8:02:40 PM	F170061663	1	E33	Waters Av S / S Carver St	Aid Response
6/21/2017 8:00:41 PM	F170061662	1	M32 E26	9200 2nd Av Sw	Medic Response
6/21/2017 7:54:35 PM	F170061658	1	M10	201 16th Av E	Medic Response
6/21/2017 7:56:29 PM	F170061660	1	M31	1st Av / Pike St	Medic Response, 7 per Rule
6/21/2017 7:58:26 PM	F170061661	1	A2	Harvard Av / E Union St	Aid Response
6/21/2017 7:56:29 PM	F170061660	1	M44	1st Av / Pike St	Medic Response, 7 per Rule
6/21/2017 7:56:29 PM	F170061660	1	E5 A4	1st Av / Pike St	Medic Response, 7 per Rule
6/21/2017 7:54:35 PM	F170061658	1	M32 L10	201 16th Av E	Medic Response
6/21/2017 7:53:39 PM	F170061657	1	M18 E18	1753 Nw 56th St	Medic Response
6/21/2017 7:51:52 PM	F170061656	1	E28	4612 S Othello St	Rescue Lock In/Out
6/21/2017 7:12:43 PM	F170061636	1	M16	113 Summit Av E	Medic Response
6/21/2017 7:12:43 PM	F170061636	1	M32	113 Summit Av E	Medic Response
6/21/2017 7:50:05 PM	F170061655	1	A5	900 University St	Aid Response
6/21/2017 7:48:16 PM	F170061654	1	A25 M1	700 Broadway	Medic Response
6/21/2017 7:40:32 PM	F170061653	1	E10 M31	609 Yesler Way	Medic Response
