timestamp	incident_number	level	units	location	incident_type
6/6/2017 11:56:00 PM	F170056057	1	E17	111 Ne 45th St	Aid Response
6/6/2017 11:45:58 PM	F170056056	1	A10	1118 5th Av	Aid Response
6/6/2017 11:38:43 PM	F170056053	1	A2	5TH AV N / VALLEY ST	Aid Response
6/6/2017 11:29:20 PM	F170056050	1	E24	N 128th St / Linden Av N	Aid Response
6/6/2017 11:17:18 PM	F170056048	1	A2	2225 4th Av	Aid Response
6/6/2017 11:11:08 PM	F170056046	1	M1	97 S Main St	Medic Response
6/6/2017 11:11:08 PM	F170056046	1	A10	97 S Main St	Medic Response
6/6/2017 11:06:55 PM	F170056044	1	E32	42nd Av Sw / Sw Findlay St	Aid Response
6/6/2017 11:05:25 PM	F170056043	1	E39	Ne 125th St / 15th Av Ne	1RED 1 Unit
6/6/2017 11:01:36 PM	F170056042	1	E17	Thackeray Pl Ne / Ne 45th St	Aid Response
6/6/2017 10:59:32 PM	F170056041	1	A25	900 University St	Aid Response
6/6/2017 10:53:05 PM	F170056039	1	E35	346 Nw 89th St	Aid Response
6/6/2017 10:46:53 PM	F170056037	1	L12	3001 S Myrtle St	Aid Response
6/6/2017 10:37:29 PM	F170056035	1	E28	4833 S Othello St	Aid Response
6/6/2017 10:12:44 PM	F170056028	1	M10	S Holgate St / 13th Av S	Medic Response
6/6/2017 10:13:20 PM	F170056029	1	A10	12th Av S / S Jackson St	Aid Response
6/6/2017 10:12:44 PM	F170056028	1	E13	S Holgate St / 13th Av S	Medic Response
6/6/2017 10:05:38 PM	F170056027	1	A2	314 Bell St	Aid Response
6/6/2017 10:02:56 PM	F170056026	1	E37	9676 47th Av Sw	Aid Response
6/6/2017 9:53:43 PM	F170056023	1	A5	503 S Royal Brougham Way	Aid Response
6/6/2017 9:43:29 PM	F170056022	1	E16	132 Ne 95th St	Aid Response
6/6/2017 9:41:00 PM	F170056021	1	E26	9200 2nd Av Sw	Unk Odor
6/6/2017 9:39:23 PM	F170056019	1	E24	14354 Lenora Pl N	Aid Response
6/6/2017 9:38:35 PM	F170056018	1	A2	Fairview Av / Denny Way	Aid Response
6/6/2017 9:38:35 PM	F170056018	1	E2	Fairview Av / Denny Way	Aid Response
6/6/2017 9:37:56 PM	F170056017	1	E41	2624 26th Av W	Aid Response
6/6/2017 9:29:01 PM	F170056015	1	A2	8th Av N / Aloha St	Aid Response
6/6/2017 9:29:01 PM	F170056015	1	E5	8th Av N / Aloha St	Aid Response
6/6/2017 9:19:29 PM	F170056014	1	A10	607 3rd Av	Aid Response
6/6/2017 9:15:24 PM	F170056013	1	E5	Taylor Av N / Mercer St	MVI - Motor Vehicle Incident
6/6/2017 9:14:52 PM	F170056012	1	E2	2225 4th Av	Aid Response
