timestamp	incident_number	level	units	location	incident_type
6/24/2017 11:42:52 PM	F170063003	1	M32	2714 Sw Macarthur Ln	Medic Response
6/24/2017 11:46:14 PM	F170063007	1	E39	12555 37th Av Ne	Illegal Burn
6/24/2017 11:46:52 PM	F170063006	1	E30	4412 Rainier Av S	Aid Response
6/24/2017 11:45:01 PM	F170063005	1	A10	77 S Washington St	Aid Response
6/24/2017 11:44:23 PM	F170063004	1	E5	1811 Eastlake Av	Aid Response
6/24/2017 11:42:52 PM	F170063003	1	E37	2714 Sw Macarthur Ln	Medic Response
6/24/2017 11:36:43 PM	F170063000	1	A2	115 Broadway E	Aid Response
6/24/2017 11:32:38 PM	F170062999	1	E5	1531 4TH AV	Rubbish Fire
6/24/2017 11:30:37 PM	F170062998	1	M10	1532 MINOR AV	Medic Response
6/24/2017 11:30:37 PM	F170062998	1	A25	1532 MINOR AV	Medic Response
6/24/2017 11:21:18 PM	F170062997	1	E21	5311 Phinney Av N	Aid Response
6/24/2017 11:19:18 PM	F170062996	1	E2	1024 E Pike St	Aid Response
6/24/2017 11:14:35 PM	F170062995	1	M18 E18	1125 Nw 59th St	Medic Response
6/24/2017 11:11:08 PM	F170062994	1	E31	10507 Aurora Av N	Aid Response
6/24/2017 11:11:08 PM	F170062994	1	L5	10507 Aurora Av N	Aid Response
6/24/2017 11:07:59 PM	F170062993	1	M28 E33	10028 62nd Av S	Medic Response
6/24/2017 11:00:51 PM	F170062990	1	A2	2219 2nd Av	Aid Response
6/24/2017 10:56:03 PM	F170062989	1	E18	2416 Nw 64th St	Aid Response
6/24/2017 10:54:30 PM	F170062988	1	M16	65 S Washington St	Medic Response
6/24/2017 10:54:30 PM	F170062988	1	A5	65 S Washington St	Medic Response
6/24/2017 10:51:42 PM	F170062986	1	M31 E35	10327 11th Av Nw	Medic Response
6/24/2017 10:49:28 PM	F170062985	1	E17	Ne Ravenna Blvd / University Way Ne	Investigate Out Of Service
6/24/2017 10:47:33 PM	F170062984	1	E5	Broadway E / E John St	Aid Response
6/24/2017 10:44:33 PM	F170062983	1	E11 M32	9049 16th Av Sw	Medic Response
6/24/2017 10:43:17 PM	F170062982	1	A2	2219 2nd Av	Aid Response
6/24/2017 10:41:55 PM	F170062980	1	E33	3901 S Austin St	Aid Response
6/24/2017 10:39:18 PM	F170062979	1	M1 E2	1223 Spring St	Medic Response
6/24/2017 10:38:05 PM	F170062978		A25	1600 W Armory Way	Aid Response
6/24/2017 10:32:18 PM	F170062977	1	E17	Sand Point Way Ne / Ne 55th St	Aid Response
6/24/2017 10:22:23 PM	F170062969	1	M10	1721 1ST AV S	Medic Response
6/24/2017 10:33:47 PM	F170062975	1	L1	914 E Terrace St	Rescue Elevator
6/24/2017 10:31:12 PM	F170062974	1	E41	W Manor Pl / 26th Pl W	Aid Response
6/24/2017 10:28:50 PM	F170062973	1	E33	S Cloverdale St / M L King Jr Way S	Aid Response
6/24/2017 10:27:45 PM	F170062972	1	E38	6215 28th Av Ne	Aid Response
6/24/2017 10:27:17 PM	F170062971	1	E36	4316 30th Av Sw	Aid Response
6/24/2017 10:22:23 PM	F170062969	1	A14	1721 1ST AV S	Medic Response
6/24/2017 10:19:55 PM	F170062967	1	E24	13055 1st Av Ne	Aid Response
6/24/2017 10:19:38 PM	F170062966	1	E32	41st Av Sw / Fauntleroy Way Sw	MVI - Motor Vehicle Incident
6/24/2017 10:19:07 PM	F170062965	1	A5	509 3rd Av	Aid Response
6/24/2017 10:12:37 PM	F170062964	1	E2	12th Av / E Pike St	Aid Response
6/24/2017 10:11:10 PM	F170062963	1	A10	4th Av / Spring St	Aid Response
6/24/2017 10:10:21 PM	F170062962	1	E37 M32	10414 Marine View Dr Sw	Medic Response
6/24/2017 9:59:47 PM	F170062960	1	A5	517 3rd Av	Aid Response
