timestamp	incident_number	level	units	location	incident_type
6/20/2017 11:56:53 PM	F170061333	1	E6	2415 S Judkins St	Aid Response
6/20/2017 11:53:22 PM	F170061332	1	E21	561 N 85th St	Aid Response
6/20/2017 11:50:23 PM	F170061331	1	L8	2410 W Manor Pl	Activated CO Detector
6/20/2017 11:41:10 PM	F170061330	1	E17	4700 12th Av Ne	Medic Response
6/20/2017 11:41:10 PM	F170061330	1	L9 M16	4700 12th Av Ne	Medic Response
6/20/2017 11:41:48 PM	F170061329	1	E37	10820 31st Av Sw	Automatic Medical Alarm
6/20/2017 11:37:12 PM	F170061327	1	E5	1st Av / Wall St	Aid Response
6/20/2017 11:30:55 PM	F170061326	1	M16 E17	5101 25th Av Ne	Medic Response, 6 per Rule
6/20/2017 11:30:55 PM	F170061326	1	E38	5101 25th Av Ne	Medic Response, 6 per Rule
6/20/2017 11:27:00 PM	F170061325	1	A2	2121 7th Av	Aid Response
6/20/2017 11:24:48 PM	F170061324	1	A10	3rd Av / Columbia St	Aid Response
6/20/2017 11:23:47 PM	F170061322	1	E18	7545 25th Av Nw	Medic Response, 7 per Rule
6/20/2017 11:23:47 PM	F170061322	1	M18	7545 25th Av Nw	Medic Response, 7 per Rule
6/20/2017 11:23:47 PM	F170061322	1	E35	7545 25th Av Nw	Medic Response, 7 per Rule
6/20/2017 11:19:36 PM	F170061319	1	E30	3301 York Rd S	Aid Response
6/20/2017 11:14:54 PM	F170061318	1	E22	4058 1st Av Ne	Aid Response
6/20/2017 11:08:02 PM	F170061316	1	M31	3315 Ne 137th St	Medic Response
6/20/2017 11:08:02 PM	F170061316	1	E39	3315 Ne 137th St	Medic Response
6/20/2017 11:03:37 PM	F170061315	1	M10	3227 16th Av S	Aid Response
6/20/2017 11:03:37 PM	F170061315	1	E13	3227 16th Av S	Aid Response
6/20/2017 10:49:56 PM	F170061313	1	A5	6th Av S / S Dearborn St	Aid Response
6/20/2017 10:45:56 PM	F170061312	1	E18	7051 21st Av Nw	Aid Response
6/20/2017 10:33:55 PM	F170061310	1	E2	1901 Western Av	Aid Response
6/20/2017 10:32:41 PM	F170061309	1	M1	2716 Elliott Av	Medic Response
6/20/2017 10:32:41 PM	F170061309	1	A2	2716 Elliott Av	Medic Response
6/20/2017 10:06:51 PM	F170061304	1	A10	4th Av S / S Royal Brougham Way	Aid Response
6/20/2017 9:51:11 PM	F170061302	1	M1	97 S Main St	Medic Response
6/20/2017 9:53:27 PM	F170061303	1	E32	3814 47th Av Sw	Aid Response
6/20/2017 9:51:11 PM	F170061302	1	A5	97 S Main St	Medic Response
6/20/2017 9:51:24 PM	F170061301	1	E37	3745 Sw Thistle St	Automatic Fire Alarm Resd
6/20/2017 9:50:49 PM	F170061300	1	E20	2501 14th Av W	Aid Response
6/20/2017 9:40:21 PM	F170061299	1	A10	109 Yesler Way	Aid Response
6/20/2017 9:24:33 PM	F170061297	1	E10	4th Av S / S Main St	Aid Response
6/20/2017 9:21:39 PM	F170061296	1	E24	919 Nw 125th St	Aid Response
6/20/2017 9:17:55 PM	F170061295	1	E13 L7	2724 6th Av S	Auto Fire Alarm
6/20/2017 9:15:28 PM	F170061293	1	E18	4502 SHILSHOLE AV NW	Aid Response
6/20/2017 9:15:46 PM	F170061294	1	A5 M1	8th Av / Seneca St	Medic Response
6/20/2017 9:15:28 PM	F170061293	1	E20	4502 SHILSHOLE AV NW	Aid Response
6/20/2017 9:14:36 PM	F170061292	1	A10	12th Av S / S Jackson St	Aid Response
6/20/2017 9:13:22 PM	F170061291	1	E10	600 4th Av	1RED 1 Unit
6/20/2017 9:09:18 PM	F170061290	1	E16	8023 Bagley Av N	Aid Response Yellow
6/20/2017 9:08:42 PM	F170061289	1	E40	9223 Matthews Av Ne	Electrical Problem
6/20/2017 9:08:21 PM	F170061288	1	E30	2201 Rainier Av S	Aid Response
6/20/2017 9:04:34 PM	F170061286	1	E11	7555 24th Av Sw	Alarm Bell
6/20/2017 9:04:34 PM	F170061286	1	L11 E37	7555 24th Av Sw	Alarm Bell
6/20/2017 8:56:42 PM	F170061284	1	E37	6512 35th Av Sw	Automatic Medical Alarm
6/20/2017 8:55:01 PM	F170061283	1	A5	607 3rd Av	Aid Response Yellow
