timestamp	incident_number	level	units	location	incident_type
6/15/2017 11:58:05 PM	F170059549	1	A2	1008 6th Av N	Aid Response
6/15/2017 11:49:49 PM	F170059547	1	E10 L1	1113 6th Av	Auto Fire Alarm
6/15/2017 11:43:22 PM	F170059546	1	M1	802 3rd Av	Medic Response
6/15/2017 11:43:22 PM	F170059546	1	M10 A5	802 3rd Av	Medic Response
6/15/2017 11:31:08 PM	F170059545	1	A10	1046 1st Av S	Aid Response
6/15/2017 11:29:40 PM	F170059544	1	E26	9240 2nd Av Sw	Aid Response
6/15/2017 11:21:57 PM	F170059542	1	E38	3023 EAST LAURELHURST DR NE	Aid Response
6/15/2017 11:08:34 PM	F170059541	1	E6	232 32nd Av	Aid Response
6/15/2017 11:03:55 PM	F170059540	1	M10 A5	318 2nd Av Et  S	Medic Response
6/15/2017 11:01:23 PM	F170059539	1	E33	10236 62nd Av S	Aid Response
6/15/2017 10:58:08 PM	F170059538	1	A25 M1	1700 17th Av	Medic Response
6/15/2017 10:53:04 PM	F170059537	1	E40	6610 62nd Av Ne	Aid Response
6/15/2017 10:44:16 PM	F170059536	1	M16 E38	4004 Ne 55th St	Medic Response
6/15/2017 10:34:43 PM	F170059535	1	E31	11059 3rd Av Ne	Investigate Out Of Service
6/15/2017 10:33:18 PM	F170059533	1	A2	424 Minor Av N	Aid Response
6/15/2017 10:33:03 PM	F170059532	1	L9 E22	1959 Ne Pacific St	Auto Fire Alarm
6/15/2017 10:25:23 PM	F170059531	1	A10	1561 Alaskan Way S	Aid Response
6/15/2017 10:14:24 PM	F170059529	1	E11	8117 10th Av Sw	Investigate Out Of Service
6/15/2017 10:12:01 PM	F170059528	1	E39	11039 17th Av Ne	Aid Response
6/15/2017 10:05:17 PM	F170059527	1	M10 E13	2701 Beacon Av S	Medic Response
6/15/2017 9:59:19 PM	F170059525	1	E11	9442 21st Av Sw	Automatic Fire Alarm Resd
6/15/2017 9:57:40 PM	F170059524	1	E17	8261 5th Av Ne	Rescue Lock In/Out
6/15/2017 9:55:03 PM	F170059523	1	E33	8628 42nd Av S	Aid Response
6/15/2017 9:52:47 PM	F170059520	1	E28	3802 S Othello St	Aid Response
6/15/2017 9:52:54 PM	F170059521	1	E37	5956 32nd Av Sw	Aid Response
6/15/2017 9:43:43 PM	F170059519	1	E16	8544 1st Av Ne	Aid Response Yellow
6/15/2017 9:32:58 PM	F170059518	1	E11	9441 20th Av Sw	Aid Response
6/15/2017 9:31:17 PM	F170059517	1	A5	4th Av S / Seattle Blvd S	Aid Response
6/15/2017 9:28:41 PM	F170059515	1	A10	302 14th Av S	Aid Response
6/15/2017 9:23:15 PM	F170059514	1	E18	4700 Leary Way Nw	Aid Response
6/15/2017 9:22:58 PM	F170059513	1	A2 M1	116 Stewart St	Medic Response
6/15/2017 9:16:30 PM	F170059511	1	E37	Sw Morgan St / Sylvan Way Sw	Aid Response
6/15/2017 8:51:16 PM	F170059502	1	CHAP5	9106 Beacon Av S	Medic Response, 7 per Rule
6/15/2017 9:02:22 PM	F170059508	1	E25	1660 12th Av	Aid Response
6/15/2017 9:01:25 PM	F170059507	1	E24	13000 Linden Av N	Aid Response
6/15/2017 8:59:59 PM	F170059506	1	L8	1130 Nw 54th St	Aid Response
6/15/2017 8:56:27 PM	F170059505	1	E18	6801 35th Av Nw	Automatic Fire Alarm Resd
6/15/2017 8:53:25 PM	F170059504	1	E17	Roosevelt Way Ne / Ne 45th St	Aid Response
6/15/2017 8:52:04 PM	F170059503	1	A25	734 20TH AV E	Aid Response
6/15/2017 8:51:16 PM	F170059502	1	E33 M28 E28	9106 Beacon Av S	Medic Response, 7 per Rule
